name,id,time,lon,lat,alt,Temp.max,Temp.min,Hum.max,Hum.min,Pres.max,Pres.min,Vient.max,Precip.diaria,Temp.act,Hum.act,Vient.dir,Vient.act,Precip.total,source
Barcelona - Sarrià (Barcelona),ESCAT0800000008017B,2026-09-08,2.13,41.4,80.0,33.5,24.5,81.0,38.0,1016.8,1008.5,7.0,0.0,28.1,50.0,303.0,0.0,0.0,xml_feed
Barcelona - Rectoret (Barcelona),ESCAT0800000008017D,2026-09-08,2.1,41.43,320.0,31.3,22.5,90.0,40.0,1019.1,1010.5,19.0,0.0,26.6,47.0,117.0,0.0,0.0,xml_feed
Barcelona - El Clot (Barcelona),ESCAT0800000008018A,2026-09-08,2.19,41.41,,32.4,23.9,81.0,52.0,1019.0,1010.4,32.0,,29.0,65.0,135.0,2.0,,xml_feed
Barcelona - betevé (Barcelona),ESCAT0800000008018D,2026-09-08,2.19,41.4,18.0,32.3,24.3,82.0,50.0,1016.9,1008.3,26.0,0.0,29.0,67.0,163.0,2.0,0.0,xml_feed
Barcelona - Sant Martí (Barcelona),ESCAT0800000008018E,2026-09-08,2.19,41.41,20.0,31.6,23.3,85.0,61.0,1017.1,1008.4,32.0,0.0,29.2,71.0,12.0,0.0,0.0,xml_feed
Barcelona - Tibidabo (Barcelona),ESCAT0800000008023C,2026-09-08,2.12,41.42,512.0,30.1,22.4,88.0,41.0,1020.9,1012.1,42.0,0.2,25.8,59.0,22.0,0.0,0.2,xml_feed
Barcelona - El Coll-Vallcarca (Barcelona),ESCAT0800000008023D,2026-09-08,2.15,41.41,135.0,31.0,22.5,87.0,43.0,1020.8,1012.3,29.0,0.0,26.7,59.0,0.0,0.0,0.0,xml_feed
Barcelona - Sant Gervasi (Barcelona),ESCAT0800000008023I,2026-09-08,2.14,41.41,160.0,30.9,24.2,84.0,39.0,1017.8,1008.8,34.0,0.0,28.3,52.0,272.0,0.0,0.0,xml_feed
Barcelona - Gràcia (Barcelona),ESCAT0800000008024A,2026-09-08,2.16,41.41,105.0,31.4,24.5,88.0,51.0,1018.9,1010.0,44.0,0.0,28.6,64.0,5.0,3.0,0.0,xml_feed
Barcelona-Sagrada Familia (Barcelona),ESCAT0800000008025A,2026-09-08,2.18,41.41,60.0,33.1,24.1,82.0,51.0,1021.9,1012.4,22.0,0.0,28.6,66.0,179.0,1.0,0.0,xml_feed
Barcelona Camp de l'Arpa (Barcelona),ESCAT0800000008026C,2026-09-08,2.18,41.41,34.0,33.7,24.0,73.0,45.0,1021.1,1012.7,20.0,0.0,29.2,60.0,81.0,1.0,0.0,xml_feed
Barcelona-TorGuineu Navas (Barcelona),ESCAT0800000008027C,2026-09-08,2.19,41.42,,32.1,23.4,74.0,46.0,1022.1,1013.7,31.0,,28.7,62.0,133.0,2.0,,xml_feed
Barcelona - Bon Pastor  (Barcelona),ESCAT0800000008030C,2026-09-08,2.21,41.44,18.0,32.7,22.3,82.0,51.0,1018.6,1009.7,17.0,0.0,28.5,75.0,135.0,0.0,0.0,xml_feed
Barcelona - Casa  l'Aigua (Barcelona),ESCAT0800000008030E,2026-09-08,2.19,41.45,70.0,33.3,20.8,85.0,40.0,1018.7,1009.7,,0.0,28.8,61.0,,,0.0,xml_feed
Barcelona - Horta (Barcelona),ESCAT0800000008032A,2026-09-08,2.15,41.43,100.0,33.6,22.5,81.0,40.0,1017.8,1008.6,24.0,0.0,27.9,55.0,157.0,0.0,0.0,xml_feed
Barcelona - Sarrià (Barcelona),ESCAT0800000008034A,2026-09-08,2.12,41.39,,31.5,24.6,84.0,41.0,1017.9,1009.0,,,27.8,61.0,,,,xml_feed
Badalona - Llefià (Barcelona),ESCAT0800000008080A,2026-09-08,2.23,41.44,25.0,31.8,23.3,,,1019.8,1011.2,,0.0,28.2,,,,0.0,xml_feed
Mollet  -  Estació França (Barcelona),ESCAT0800000008100C,2026-09-08,2.22,41.53,65.0,33.8,20.9,74.0,34.0,1021.3,1013.2,27.0,0.0,28.4,48.0,68.0,6.0,0.0,xml_feed
Sant Fost - Mas Llombart (Barcelona),ESCAT0800000008105B,2026-09-08,2.24,41.5,175.0,31.6,18.6,62.0,38.0,1020.5,1011.7,27.0,0.0,25.8,42.0,112.0,0.0,0.0,xml_feed
Sant Fost - Mas Corts (Barcelona),ESCAT0800000008105C,2026-09-08,2.25,41.5,300.0,31.8,22.2,76.0,44.0,1019.4,1010.9,26.0,0.0,27.4,44.0,197.0,0.0,0.0,xml_feed
Santa Perpètua de Mogoda (Barcelona),ESCAT0800000008130A,2026-09-08,2.19,41.52,70.0,35.1,19.6,82.0,42.0,1017.3,1008.5,24.0,0.0,28.3,59.0,134.0,0.0,0.0,xml_feed
Parets del Vallès (Barcelona),ESCAT0800000008150A,2026-09-08,2.22,41.56,123.0,33.7,19.7,77.0,40.0,,,31.0,0.0,27.8,62.0,97.0,10.0,0.0,xml_feed
Montmeló-T.de la Bandera (Barcelona),ESCAT0800000008160A,2026-09-08,2.25,41.56,112.0,35.4,20.2,75.0,40.0,1016.6,1008.4,19.0,0.0,28.2,57.0,103.0,3.0,0.0,xml_feed
Montornés del V. - Lluch (Barcelona),ESCAT0800000008170B,2026-09-08,2.25,41.55,116.0,33.8,19.1,79.0,42.0,1022.5,1013.6,,0.0,27.2,56.0,,,0.0,xml_feed
Collsuspina - Centre (Barcelona),ESCAT0800000008178B,2026-09-08,2.18,41.83,901.0,33.3,15.3,76.0,33.0,1019.4,1011.2,37.0,0.0,23.3,52.0,184.0,5.0,0.0,xml_feed
Moià Alt (Barcelona),ESCAT0800000008180B,2026-09-08,2.1,41.82,824.0,35.2,21.7,71.0,24.0,1023.5,1011.0,16.0,0.8,22.4,52.0,135.0,0.0,0.8,xml_feed
Moià - Oest (Barcelona),ESCAT0800000008180E,2026-09-08,2.09,41.81,735.0,35.2,19.7,87.0,26.0,1022.8,1014.6,16.0,0.2,24.5,48.0,248.0,3.0,0.2,xml_feed
Castellcir (Barcelona),ESCAT0800000008183C,2026-09-08,2.15,41.76,785.0,33.1,20.3,52.0,27.0,,,,0.0,23.4,47.0,,,0.0,xml_feed
Palau-solità i P. Cortés (Barcelona),ESCAT0800000008184C,2026-09-08,2.18,41.59,125.0,35.6,19.7,74.0,38.0,1019.1,1009.8,31.0,0.0,29.2,56.0,44.0,3.0,0.0,xml_feed
Vallromanes - Est (Barcelona),ESCAT0800000008188B,2026-09-08,2.31,41.53,220.0,30.1,19.9,88.0,62.0,1019.9,1011.0,31.0,0.0,26.9,71.0,112.0,11.0,0.0,xml_feed
Rubí - Andromeda (Barcelona),ESCAT0800000008191B,2026-09-08,2.04,41.49,150.0,34.3,21.5,84.0,31.0,1017.4,1009.2,32.0,0.1,27.3,52.0,124.0,3.0,0.1,xml_feed
Rubí - Pl S.Allende (Barcelona),ESCAT0800000008191E,2026-09-08,2.03,41.49,130.0,35.6,19.8,87.0,34.0,1017.5,1009.0,24.0,0.0,25.1,73.0,316.0,2.0,0.0,xml_feed
Rubí - La Serreta (Barcelona),ESCAT0800000008191F,2026-09-08,2.04,41.5,180.0,34.9,20.9,85.0,35.0,1020.2,1011.8,33.0,0.0,27.4,56.0,87.0,0.0,0.0,xml_feed
St Quirze del V -VallSuau (Barcelona),ESCAT0800000008192A,2026-09-08,2.07,41.53,230.0,35.3,21.1,83.0,26.0,1019.8,1010.7,30.0,0.0,27.2,46.0,113.0,2.0,0.0,xml_feed
Valldoreix (Barcelona),ESCAT0800000008195A,2026-09-08,2.04,41.46,120.0,33.8,19.2,83.0,35.0,1020.4,1012.1,25.0,0.0,26.7,51.0,269.0,0.0,0.0,xml_feed
Sant Cugat Vallès-Mirasol (Barcelona),ESCAT0800000008195B,2026-09-08,2.04,41.47,110.0,35.2,20.4,86.0,35.0,1019.8,1010.5,20.0,0.0,26.9,56.0,135.0,0.0,0.0,xml_feed
S. Cugat Val. La Floresta (Barcelona),ESCAT0800000008198A,2026-09-08,2.08,41.45,217.0,34.8,20.7,,,1021.0,1011.9,,0.0,27.4,,,,0.0,xml_feed
Sabadell - Rambla (Barcelona),ESCAT0800000008201C,2026-09-08,2.11,41.54,179.0,36.9,22.8,59.0,28.0,1019.2,1010.8,15.0,0.0,28.6,46.0,101.0,0.0,0.0,xml_feed
Sabadell - Centre (Barcelona),ESCAT0800000008202B,2026-09-08,2.11,41.55,197.0,36.0,22.2,65.0,36.0,1019.2,1010.8,26.0,0.0,28.4,51.0,14.0,3.0,0.0,xml_feed
Sabadell - Viena II (Barcelona),ESCAT0800000008206A,2026-09-08,2.08,41.56,,40.1,20.9,65.0,22.0,1016.8,1008.5,,,27.9,46.0,,,,xml_feed
Sabadell - Can Rull (Barcelona),ESCAT0800000008206G,2026-09-08,2.09,41.56,225.0,35.8,21.3,62.0,25.0,1018.3,1009.8,30.0,0.0,28.0,42.0,90.0,4.0,0.0,xml_feed
Sabadell - Creu Alta (Barcelona),ESCAT0800000008208A,2026-09-08,2.1,41.56,210.0,33.4,19.7,52.0,27.0,1019.0,1011.0,19.0,0.0,25.8,37.0,172.0,4.0,0.0,xml_feed
Castellar del Vallès (Barcelona),ESCAT0800000008211B,2026-09-08,2.09,41.62,331.0,36.3,22.1,58.0,24.0,1021.0,1013.0,34.0,0.0,27.4,45.0,23.0,0.0,0.0,xml_feed
Terrassa - Plaça Nova (Barcelona),ESCAT0800000008221B,2026-09-08,2.02,41.56,285.0,35.4,23.2,67.0,29.0,1016.5,1007.9,37.0,0.0,28.1,46.0,225.0,0.0,0.0,xml_feed
Terrassa - Ca n'Aurell (Barcelona),ESCAT0800000008224A,2026-09-08,2.0,41.57,300.0,35.0,22.2,66.0,30.0,1019.1,1010.5,32.0,0.0,27.3,52.0,271.0,0.0,0.0,xml_feed
Terrassa-Centre (Barcelona),ESCAT0800000008224F,2026-09-08,2.01,41.56,300.0,34.6,22.5,68.0,32.0,1017.8,1009.2,,0.0,27.9,53.0,,,0.0,xml_feed
Terrassa - Can Boada (Barcelona),ESCAT0800000008225G,2026-09-08,2.0,41.57,325.0,35.2,21.3,62.0,29.0,1017.8,1009.2,31.0,0.0,26.6,51.0,112.0,3.0,0.0,xml_feed
Terrassa - Sant Pere (Barcelona),ESCAT0800000008226A,2026-09-08,2.02,41.57,322.0,34.3,23.3,56.0,21.0,1020.3,1011.0,35.0,0.0,27.4,36.0,0.0,0.0,0.0,xml_feed
Terrassa  -Sant Pere Nord (Barcelona),ESCAT0800000008226C,2026-09-08,2.02,41.58,,34.9,22.6,65.0,27.0,,,19.0,,27.3,47.0,106.0,0.0,,xml_feed
Terrassa (les Fonts) (Barcelona),ESCAT0800000008228B,2026-09-08,2.02,41.55,225.0,35.2,20.4,81.0,30.0,1018.4,1010.2,,0.0,27.1,49.0,,,0.0,xml_feed
Matadepera-La Muntanyeta (Barcelona),ESCAT0800000008230C,2026-09-08,2.03,41.6,515.0,34.3,20.3,64.0,32.0,1019.0,1010.5,26.0,0.0,25.3,54.0,292.0,2.0,0.0,xml_feed
Viladecavalls (Barcelona),ESCAT0800000008232A,2026-09-08,1.96,41.56,290.0,34.4,20.9,81.0,38.0,1018.2,1010.4,40.0,0.0,26.7,57.0,336.0,2.0,0.0,xml_feed
Viladecavalls - Can Turu (Barcelona),ESCAT0800000008232B,2026-09-08,1.95,41.55,310.0,33.6,21.1,81.0,37.0,1018.7,1010.9,39.0,0.0,26.9,53.0,146.0,0.0,0.0,xml_feed
Vacarisses Cam Serra (Barcelona),ESCAT0800000008233B,2026-09-08,1.89,41.6,382.0,34.6,16.9,85.0,33.0,1021.1,1012.4,44.0,0.0,27.2,49.0,247.0,15.0,0.0,xml_feed
Manresa - Oest (Barcelona),ESCAT0800000008242B,2026-09-08,1.82,41.73,238.0,36.1,18.2,77.0,35.0,1019.2,1009.4,34.0,0.0,26.2,68.0,221.0,0.0,0.0,xml_feed
Manresa   (Barcelona),ESCAT0800000008243A,2026-09-08,1.84,41.72,251.0,35.8,19.0,70.0,31.0,1018.7,1009.1,42.0,0.0,26.0,63.0,100.0,4.0,0.0,xml_feed
Manresa - Est (Barcelona),ESCAT0800000008243B,2026-09-08,1.85,41.72,320.0,36.1,18.9,74.0,28.0,1021.9,1012.3,43.0,0.0,25.7,66.0,180.0,1.0,0.0,xml_feed
Sant Joan de Vilatorrada (Barcelona),ESCAT0800000008250B,2026-09-08,1.8,41.74,,36.2,18.3,78.0,35.0,,,42.0,,25.8,70.0,67.0,0.0,,xml_feed
Santpedor (Barcelona),ESCAT0800000008251A,2026-09-08,1.84,41.79,330.0,35.1,18.3,64.0,64.0,1013.7,1013.7,7.0,0.5,24.4,64.0,23.0,3.0,0.5,xml_feed
"Rocafort, Can Lleonart  (Barcelona)",ESCAT0800000008254C,2026-09-08,1.92,41.72,472.0,33.2,18.3,,,1018.0,1010.0,48.0,0.0,25.7,,222.0,9.0,0.0,xml_feed
Fals (Bages) (Barcelona),ESCAT0800000008259A,2026-09-08,1.71,41.74,400.0,37.1,16.4,78.0,29.0,1017.9,1008.4,45.0,0.2,23.4,75.0,329.0,0.0,0.2,xml_feed
Suria (Barcelona),ESCAT0800000008260A,2026-09-08,1.76,41.84,286.0,37.4,15.6,81.0,22.0,1018.1,1008.8,37.0,0.0,24.6,72.0,338.0,0.0,0.0,xml_feed
Súria (tractets) (Barcelona),ESCAT0800000008260C,2026-09-08,1.75,41.84,340.0,36.9,17.1,78.0,25.0,1020.3,1011.1,24.0,0.0,24.4,77.0,310.0,3.0,0.0,xml_feed
Suria (Bellavista) (Barcelona),ESCAT0800000008260D,2026-09-08,1.75,41.84,332.0,37.6,16.6,82.0,25.0,1020.1,1010.4,21.0,0.0,24.8,77.0,243.0,0.0,0.0,xml_feed
Cardona - Turó Rossinyol (Barcelona),ESCAT0800000008261C,2026-09-08,1.68,41.91,560.0,37.3,18.5,65.0,21.0,1018.9,1010.7,59.0,0.3,25.1,61.0,116.0,8.0,0.3,xml_feed
Cardona_RavalSantJoan_DV (Barcelona),ESCAT0800000008261D,2026-09-08,1.68,41.92,444.0,35.2,16.0,58.0,10.0,1018.9,1009.2,34.0,0.3,24.4,53.0,107.0,3.0,0.3,xml_feed
Cardona_Salinera (Barcelona),ESCAT0800000008261E,2026-09-08,1.69,41.91,393.0,36.6,16.8,73.0,19.0,1030.2,1021.2,30.0,0.3,24.1,73.0,112.0,0.0,0.3,xml_feed
Valls de Torroella (Barcelona),ESCAT0800000008269A,2026-09-08,1.72,41.85,320.0,37.3,15.9,79.0,22.0,1020.1,1010.2,29.0,0.6,22.8,79.0,180.0,0.0,0.6,xml_feed
Santa Maria d'Oló (Barcelona),ESCAT0800000008273A,2026-09-08,2.0,41.9,542.0,36.2,17.5,86.0,32.0,1020.6,1011.4,32.0,0.8,22.2,78.0,129.0,0.0,0.8,xml_feed
Veciana (Barcelona),ESCAT0800000008289A,2026-09-08,1.52,41.66,608.0,35.5,20.3,80.0,33.0,1018.8,1011.1,60.0,0.8,23.1,80.0,182.0,6.0,0.8,xml_feed
Cerdanyola - Centre (Barcelona),ESCAT0800000008290B,2026-09-08,2.14,41.49,100.0,34.6,20.8,82.0,40.0,1017.2,1008.2,34.0,0.0,28.5,55.0,182.0,2.0,0.0,xml_feed
Cerdanyola - Montflorit (Barcelona),ESCAT0800000008290D,2026-09-08,2.13,41.49,80.0,36.2,18.1,87.0,38.0,1018.3,1008.9,23.0,0.0,26.8,55.0,200.0,0.0,0.0,xml_feed
Ripollet 2.0 (Barcelona),ESCAT0800000008291B,2026-09-08,2.18,41.51,75.0,35.0,20.3,75.0,39.0,1019.4,1010.4,23.0,0.0,28.7,51.0,270.0,0.0,0.0,xml_feed
Ripollet-centro (Barcelona),ESCAT0800000008291D,2026-09-08,2.16,41.51,75.0,34.6,20.6,74.0,38.0,1019.5,1010.4,24.0,0.0,28.9,51.0,270.0,0.0,0.0,xml_feed
Sant Vicenç de Castellet (Barcelona),ESCAT0800000008295A,2026-09-08,1.86,41.67,,36.7,17.9,83.0,35.0,1021.0,1010.8,31.0,,26.2,64.0,247.0,4.0,,xml_feed
Castellbell (El Borràs) (Barcelona),ESCAT0800000008296A,2026-09-08,1.86,41.63,166.0,36.1,18.1,82.0,38.0,1020.5,1010.6,37.0,0.0,28.4,51.0,136.0,11.0,0.0,xml_feed
Castellbell (Baix Vilar) (Barcelona),ESCAT0800000008296B,2026-09-08,1.86,41.64,187.0,36.3,17.8,83.0,34.0,1021.3,1011.5,27.0,0.0,28.1,49.0,151.0,6.0,0.0,xml_feed
Marganell (Barcelona),ESCAT0800000008298A,2026-09-08,1.79,41.64,305.0,35.8,16.2,83.0,33.0,1020.0,1010.2,,0.0,24.0,70.0,,,0.0,xml_feed
Mataró - Vista Alegre (Barcelona),ESCAT0800000008304A,2026-09-08,2.45,41.55,105.0,30.9,22.4,74.0,51.0,1019.8,1011.0,31.0,0.0,27.2,71.0,84.0,8.0,0.0,xml_feed
Mataró - Can Quirze (Barcelona),ESCAT0800000008304B,2026-09-08,2.46,41.55,80.0,29.8,22.4,81.0,61.0,1018.3,1009.8,27.0,0.0,27.4,75.0,31.0,0.0,0.0,xml_feed
Mataró -Nord (Barcelona),ESCAT0800000008304C,2026-09-08,2.44,41.56,144.0,31.4,23.1,71.0,45.0,1018.9,1011.3,27.0,0.0,26.7,69.0,124.0,7.0,0.0,xml_feed
Mataró-Can Canyellas (Barcelona),ESCAT0800000008304D,2026-09-08,2.44,41.56,144.0,30.3,23.7,78.0,54.0,1017.6,1010.1,25.0,0.0,26.5,77.0,135.0,12.0,0.0,xml_feed
Mataró-Parc de Créteil (Barcelona),ESCAT0800000008304E,2026-09-08,2.45,41.55,105.0,29.8,22.1,80.0,58.0,1018.6,1009.9,35.0,0.0,26.7,76.0,90.0,2.0,0.0,xml_feed
Argentona (Barcelona),ESCAT0800000008310B,2026-09-08,2.39,41.56,127.0,32.7,21.6,77.0,47.0,1019.4,1010.5,24.0,0.0,26.7,73.0,142.0,2.0,0.0,xml_feed
Dosrius (Barcelona),ESCAT0800000008319B,2026-09-08,2.4,41.6,165.0,31.4,16.6,85.0,49.0,1020.7,1011.5,39.0,0.0,25.1,63.0,90.0,1.0,0.0,xml_feed
El Masnou - Can Humet (Barcelona),ESCAT0800000008320C,2026-09-08,2.32,41.48,22.0,30.3,23.7,86.0,66.0,,,26.0,0.0,28.1,67.0,67.0,7.0,0.0,xml_feed
El Masnou - Ocata (Barcelona),ESCAT0800000008320D,2026-09-08,2.33,41.49,10.0,31.1,24.5,86.0,68.0,1020.0,1011.2,27.0,0.0,28.3,69.0,86.0,20.0,0.0,xml_feed
El Masnou - Nordeste (Barcelona),ESCAT0800000008320F,2026-09-08,2.41,41.5,57.0,30.3,24.1,85.0,67.0,1020.7,1012.5,24.0,0.0,27.9,72.0,58.0,7.0,0.0,xml_feed
El Masnou - Ocata 2 (Barcelona),ESCAT0800000008320G,2026-09-08,2.33,41.49,7.0,32.0,22.9,87.0,66.0,1019.4,1010.6,21.0,0.0,28.4,68.0,43.0,14.0,0.0,xml_feed
Alella-Mirador (Barcelona),ESCAT0800000008328F,2026-09-08,2.29,41.49,290.0,29.7,22.9,,,1017.7,1009.6,,0.0,27.4,,,,0.0,xml_feed
Cabrera de Mar (Barcelona),ESCAT0800000008349A,2026-09-08,2.4,41.51,,31.3,21.9,100.0,53.0,1019.0,1010.5,,0.0,27.9,64.0,,,0.0,xml_feed
Cabrera de Mar-SJoan Munt (Barcelona),ESCAT0800000008349B,2026-09-08,2.39,41.53,170.0,31.0,22.0,89.0,62.0,1020.4,1012.3,48.0,0.0,26.5,79.0,90.0,4.0,0.0,xml_feed
Arenys de Mar (Barcelona),ESCAT0800000008350A,2026-09-08,2.56,41.59,85.0,32.1,22.6,88.0,62.0,1017.0,1008.1,27.0,0.0,26.6,75.0,355.0,8.0,0.0,xml_feed
Arenys de Munt (Barcelona),ESCAT0800000008358A,2026-09-08,2.54,41.61,149.0,30.1,20.6,75.0,49.0,1021.0,1012.1,39.0,0.0,26.7,70.0,7.0,5.0,0.0,xml_feed
Canet de Mar - Mise (Barcelona),ESCAT0800000008360B,2026-09-08,2.58,41.6,,32.1,21.6,95.0,60.0,1021.8,1013.5,18.0,,27.0,74.0,45.0,11.0,,xml_feed
Canet de Mar - Centre (Barcelona),ESCAT0800000008360C,2026-09-08,2.58,41.59,42.0,29.7,22.8,90.0,74.0,1018.6,1009.8,35.0,0.0,27.4,74.0,54.0,23.0,0.0,xml_feed
Canet de Mar (Barcelona),ESCAT0800000008360D,2026-09-08,2.58,41.59,40.0,30.2,23.4,87.0,71.0,1019.1,1011.1,27.0,0.0,27.7,71.0,0.0,3.0,0.0,xml_feed
Canet de Mar - Rial Oms  (Barcelona),ESCAT0800000008360H,2026-09-08,2.59,41.6,50.0,32.3,21.7,94.0,66.0,1020.2,1012.0,,0.0,27.6,72.0,,,0.0,xml_feed
Calella (Barcelona),ESCAT0800000008370A,2026-09-08,2.66,41.61,7.0,29.0,23.5,83.0,67.0,1019.7,1010.7,44.0,0.0,26.7,74.0,86.0,16.0,0.0,xml_feed
Malgrat de mar (Barcelona),ESCAT0800000008380A,2026-09-08,2.74,41.65,4.0,29.7,20.8,85.0,65.0,1023.9,1015.7,47.0,0.0,26.7,84.0,91.0,11.0,0.0,xml_feed
Palafolls Mas La Pomareda (Barcelona),ESCAT0800000008389B,2026-09-08,2.75,41.68,,31.8,18.5,92.0,49.0,1020.9,1011.8,37.0,,26.3,83.0,96.0,3.0,,xml_feed
Tiana (Barcelona),ESCAT0800000008391C,2026-09-08,2.27,41.48,140.0,30.8,22.3,90.0,55.0,,,9.0,0.0,27.2,75.0,225.0,0.0,0.0,xml_feed
Sant Andreu de Llavaneres (Barcelona),ESCAT0800000008392A,2026-09-08,2.48,41.57,139.0,30.5,21.3,74.0,51.0,1018.9,1011.3,27.0,0.0,26.7,72.0,76.0,4.0,0.0,xml_feed
Caldes d'Estrac (Barcelona),ESCAT0800000008393B,2026-09-08,2.53,41.57,72.0,29.0,19.3,85.0,70.0,1020.1,1011.4,34.0,0.0,26.2,77.0,56.0,0.0,0.0,xml_feed
Sant Vicenç de Montalt (Barcelona),ESCAT0800000008394B,2026-09-08,2.51,41.58,200.0,29.4,24.4,82.0,56.0,1019.2,1010.6,40.0,0.0,27.1,70.0,0.0,21.0,0.0,xml_feed
Pineda de Mar - Les Creus (Barcelona),ESCAT0800000008397A,2026-09-08,2.67,41.62,30.0,30.1,18.8,88.0,65.0,1021.4,1012.7,42.0,0.0,26.4,82.0,58.0,12.0,0.0,xml_feed
Pineda De Mar - Cal Tort  (Barcelona),ESCAT0800000008397C,2026-09-08,2.67,41.64,130.0,30.7,23.1,87.0,36.0,1020.7,1011.3,40.0,0.0,26.3,70.0,45.0,4.0,0.0,xml_feed
Pineda de Mar - Nord (Barcelona),ESCAT0800000008397E,2026-09-08,2.69,41.64,45.0,29.4,21.5,88.0,52.0,1019.8,1011.0,42.0,0.0,26.9,76.0,19.0,7.0,0.0,xml_feed
Pineda de Mar - Centre (Barcelona),ESCAT0800000008397F,2026-09-08,2.69,41.62,9.0,30.2,21.6,78.0,67.0,1019.3,1010.2,32.0,0.0,26.9,76.0,48.0,18.0,0.0,xml_feed
Santa Susanna (Barcelona),ESCAT0800000008398A,2026-09-08,2.72,41.64,48.0,30.3,23.3,90.0,56.0,1019.4,1009.9,42.0,0.0,26.2,80.0,109.0,11.0,0.0,xml_feed
Granollers (Barcelona),ESCAT0800000008402A,2026-09-08,2.29,41.61,145.0,35.0,20.8,69.0,42.0,1020.3,1011.6,26.0,0.0,27.7,61.0,114.0,5.0,0.0,xml_feed
Cardedeu - Centre (Barcelona),ESCAT0800000008440A,2026-09-08,2.36,41.64,203.0,34.1,19.2,76.0,45.0,1019.8,1010.9,20.0,0.0,26.8,69.0,0.0,9.0,0.0,xml_feed
Cardedeu - Poble Sec (Barcelona),ESCAT0800000008440C,2026-09-08,2.36,41.64,200.0,34.6,18.4,76.0,40.0,1020.6,1011.1,24.0,0.0,27.3,64.0,67.0,8.0,0.0,xml_feed
Montseny - Les Arrels (Barcelona),ESCAT0800000008469A,2026-09-08,2.4,41.75,435.0,36.0,21.9,65.0,31.0,1017.7,1007.6,23.0,0.0,24.9,64.0,325.0,0.0,0.0,xml_feed
Sant Celoni - Vilardell (Barcelona),ESCAT0800000008470F,2026-09-08,2.52,41.68,,34.0,18.6,80.0,40.0,,,,,26.4,69.0,,,,xml_feed
Sant Celoni - Diputació (Barcelona),ESCAT0800000008470G,2026-09-08,2.49,41.69,170.0,34.4,19.0,79.0,41.0,1018.6,1008.8,29.0,0.0,26.8,69.0,40.0,11.0,0.0,xml_feed
Vallgorguina (Barcelona),ESCAT0800000008471C,2026-09-08,2.52,41.65,280.0,34.6,17.2,83.0,40.0,1020.6,1012.1,15.0,0.0,24.6,69.0,180.0,0.0,0.0,xml_feed
Gualba (Barcelona),ESCAT0800000008474B,2026-09-08,2.53,41.72,164.0,35.4,17.9,79.0,35.0,1019.0,1009.4,37.0,0.0,26.8,66.0,360.0,4.0,0.0,xml_feed
La Batllòria - Vallès Ori (Barcelona),ESCAT0800000008476A,2026-09-08,2.55,41.72,97.0,35.9,19.3,78.0,35.0,1019.5,1009.3,35.0,0.0,28.0,65.0,78.0,6.0,0.0,xml_feed
