name,id,time,lon,lat,alt,Temp.max,Temp.min,Hum.max,Hum.min,Pres.max,Pres.min,Vient.max,Precip.diaria,Temp.act,Hum.act,Vient.dir,Vient.act,Precip.total,source
Barcelona - Rectoret (Barcelona),ESCAT0800000008017D,2026-09-14,2.1,41.43,320.0,30.4,17.8,88.0,38.0,1022.0,1018.4,16.0,0.0,24.4,49.0,294.0,0.0,0.0,xml_feed
Barcelona - El Clot (Barcelona),ESCAT0800000008018A,2026-09-14,2.19,41.41,,32.1,21.6,78.0,40.0,1022.0,1018.2,24.0,,27.4,54.0,0.0,0.0,,xml_feed
Barcelona - betevé (Barcelona),ESCAT0800000008018D,2026-09-14,2.19,41.4,18.0,31.8,22.2,77.0,40.0,1020.1,1016.2,29.0,0.0,27.3,56.0,259.0,2.0,0.0,xml_feed
Barcelona - Sant Martí (Barcelona),ESCAT0800000008018E,2026-09-14,2.19,41.41,20.0,31.4,21.0,83.0,50.0,1020.5,1016.6,29.0,0.0,27.1,62.0,196.0,0.0,0.0,xml_feed
Barcelona - Tibidabo (Barcelona),ESCAT0800000008023C,2026-09-14,2.12,41.42,512.0,28.8,19.1,88.0,43.0,1024.2,1020.9,29.0,0.0,24.4,46.0,270.0,16.0,0.0,xml_feed
Barcelona - El Coll-Vallcarca (Barcelona),ESCAT0800000008023D,2026-09-14,2.15,41.41,135.0,31.6,20.1,82.0,37.0,1024.0,1020.5,22.0,0.0,24.1,52.0,0.0,0.0,0.0,xml_feed
Barcelona - Sant Gervasi (Barcelona),ESCAT0800000008023I,2026-09-14,2.14,41.41,160.0,31.3,21.9,78.0,37.0,1021.0,1017.1,24.0,0.0,26.7,41.0,269.0,1.0,0.0,xml_feed
Barcelona - Gràcia (Barcelona),ESCAT0800000008024A,2026-09-14,2.16,41.41,105.0,31.3,22.3,79.0,41.0,1022.1,1018.1,32.0,0.0,26.7,46.0,262.0,0.0,0.0,xml_feed
Barcelona-Sagrada Familia (Barcelona),ESCAT0800000008025A,2026-09-14,2.18,41.41,60.0,33.3,21.8,77.0,40.0,1024.6,1020.5,17.0,0.0,26.9,49.0,0.0,0.0,0.0,xml_feed
Barcelona Camp de l'Arpa (Barcelona),ESCAT0800000008026C,2026-09-14,2.18,41.41,34.0,33.2,22.4,73.0,36.0,1024.4,1020.5,20.0,0.0,26.9,47.0,248.0,0.0,0.0,xml_feed
Barcelona-TorGuineu Navas (Barcelona),ESCAT0800000008027C,2026-09-14,2.19,41.42,,31.6,21.6,76.0,38.0,1025.4,1021.7,28.0,,27.0,46.0,84.0,0.0,,xml_feed
Barcelona - Bon Pastor  (Barcelona),ESCAT0800000008030C,2026-09-14,2.21,41.44,18.0,33.2,20.0,84.0,40.0,1021.8,1017.4,17.0,0.0,24.5,65.0,112.0,0.0,0.0,xml_feed
Barcelona - Casa  l'Aigua (Barcelona),ESCAT0800000008030E,2026-09-14,2.19,41.45,70.0,32.5,18.8,86.0,38.0,1021.9,1017.8,,0.0,25.3,50.0,,,0.0,xml_feed
Barcelona - Horta (Barcelona),ESCAT0800000008032A,2026-09-14,2.15,41.43,100.0,32.5,21.1,83.0,36.0,1020.7,1016.5,26.0,0.0,25.2,52.0,180.0,0.0,0.0,xml_feed
Barcelona - Sarrià (Barcelona),ESCAT0800000008034A,2026-09-14,2.12,41.39,,30.8,20.8,79.0,40.0,1021.1,1017.2,,,26.5,43.0,,,,xml_feed
Badalona - Llefià (Barcelona),ESCAT0800000008080A,2026-09-14,2.23,41.44,25.0,31.4,20.2,,,1023.1,1019.0,,0.0,26.7,,,,0.0,xml_feed
Mollet  -  Estació França (Barcelona),ESCAT0800000008100C,2026-09-14,2.22,41.53,65.0,33.7,18.7,80.0,29.0,1024.6,1021.0,23.0,0.0,25.1,56.0,135.0,3.0,0.0,xml_feed
Sant Fost - Mas Llombart (Barcelona),ESCAT0800000008105B,2026-09-14,2.24,41.5,175.0,33.2,21.1,60.0,22.0,1023.5,1019.4,26.0,0.0,21.1,55.0,112.0,0.0,0.0,xml_feed
Sant Fost - Mas Corts (Barcelona),ESCAT0800000008105C,2026-09-14,2.25,41.5,300.0,32.9,17.7,87.0,31.0,1022.8,1019.0,26.0,0.0,24.2,54.0,288.0,0.0,0.0,xml_feed
Santa Perpètua de Mogoda (Barcelona),ESCAT0800000008130A,2026-09-14,2.19,41.52,70.0,34.9,17.5,91.0,33.0,1020.6,1016.3,22.0,0.0,24.2,67.0,130.0,0.0,0.0,xml_feed
Parets del Vallès (Barcelona),ESCAT0800000008150A,2026-09-14,2.22,41.56,123.0,33.4,17.5,84.0,33.0,,,28.0,0.0,24.8,59.0,160.0,1.0,0.0,xml_feed
Montmeló-T.de la Bandera (Barcelona),ESCAT0800000008160A,2026-09-14,2.25,41.56,112.0,34.8,24.6,62.0,29.0,1018.7,1016.3,18.0,0.0,24.6,62.0,158.0,2.0,0.0,xml_feed
Montornés del V. - Lluch (Barcelona),ESCAT0800000008170B,2026-09-14,2.25,41.55,116.0,31.7,16.6,88.0,34.0,1026.0,1021.7,,0.0,22.0,72.0,,,0.0,xml_feed
Collsuspina - Centre (Barcelona),ESCAT0800000008178B,2026-09-14,2.18,41.83,901.0,31.9,12.2,94.0,24.0,1023.2,1020.2,24.0,0.0,17.6,80.0,267.0,0.0,0.0,xml_feed
Moià Alt (Barcelona),ESCAT0800000008180B,2026-09-14,2.1,41.82,824.0,31.8,16.2,87.0,23.0,1024.4,1019.8,10.0,0.0,21.3,62.0,135.0,1.0,0.0,xml_feed
Moià - Oest (Barcelona),ESCAT0800000008180E,2026-09-14,2.09,41.81,735.0,32.4,13.8,88.0,22.0,1024.8,1021.9,15.0,0.0,22.2,62.0,0.0,0.0,0.0,xml_feed
Castellcir (Barcelona),ESCAT0800000008183C,2026-09-14,2.15,41.76,785.0,32.0,15.4,91.0,21.0,,,,0.0,19.8,67.0,,,0.0,xml_feed
Palau-solità i P. Cortés (Barcelona),ESCAT0800000008184C,2026-09-14,2.18,41.59,125.0,34.3,17.0,89.0,34.0,1022.3,1018.1,31.0,0.0,24.7,66.0,358.0,2.0,0.0,xml_feed
Vallromanes - Est (Barcelona),ESCAT0800000008188B,2026-09-14,2.31,41.53,220.0,30.8,16.6,98.0,48.0,1023.0,1019.2,26.0,0.0,22.2,80.0,135.0,0.0,0.0,xml_feed
Rubí - Andromeda (Barcelona),ESCAT0800000008191B,2026-09-14,2.04,41.49,150.0,33.1,18.2,88.0,34.0,1021.5,1016.9,23.0,0.0,25.2,57.0,246.0,0.0,0.0,xml_feed
Rubí - Pl S.Allende (Barcelona),ESCAT0800000008191E,2026-09-14,2.03,41.49,130.0,34.2,17.3,93.0,36.0,1021.1,1016.8,18.0,0.0,22.9,66.0,303.0,2.0,0.0,xml_feed
Rubí - La Serreta (Barcelona),ESCAT0800000008191F,2026-09-14,2.04,41.5,180.0,33.3,17.8,94.0,37.0,1024.0,1019.7,26.0,0.0,24.3,63.0,313.0,3.0,0.0,xml_feed
St Quirze del V -VallSuau (Barcelona),ESCAT0800000008192A,2026-09-14,2.07,41.53,230.0,34.0,18.2,88.0,27.0,1023.2,1018.7,24.0,0.0,23.7,57.0,248.0,5.0,0.0,xml_feed
Sant Quirze del Vallés  (Barcelona),ESCAT0800000008192B,2026-09-14,2.09,41.53,,35.4,19.2,79.0,32.0,1020.7,1016.4,6.0,0.0,25.6,58.0,0.0,0.0,0.0,xml_feed
Valldoreix (Barcelona),ESCAT0800000008195A,2026-09-14,2.04,41.46,120.0,33.1,17.8,89.0,33.0,1024.1,1019.9,21.0,0.0,22.2,69.0,130.0,0.0,0.0,xml_feed
Sant Cugat Vallès-Mirasol (Barcelona),ESCAT0800000008195B,2026-09-14,2.04,41.47,110.0,33.2,18.1,92.0,35.0,1023.1,1018.4,15.0,0.0,22.5,74.0,135.0,0.0,0.0,xml_feed
S. Cugat Val. La Floresta (Barcelona),ESCAT0800000008198A,2026-09-14,2.08,41.45,217.0,33.2,18.0,,,1024.3,1020.0,,0.2,23.9,,,,0.2,xml_feed
Sabadell - Rambla (Barcelona),ESCAT0800000008201C,2026-09-14,2.11,41.54,179.0,35.3,20.0,77.0,25.0,1022.8,1018.5,13.0,0.0,25.8,53.0,162.0,6.0,0.0,xml_feed
Sabadell - Centre (Barcelona),ESCAT0800000008202B,2026-09-14,2.11,41.55,197.0,34.7,19.3,81.0,34.0,1022.6,1018.7,27.0,0.0,25.9,61.0,265.0,5.0,0.0,xml_feed
Sabadell - Viena II (Barcelona),ESCAT0800000008206A,2026-09-14,2.08,41.56,,39.0,17.9,82.0,24.0,1020.6,1016.3,,,24.3,61.0,,,,xml_feed
Sabadell - Can Rull (Barcelona),ESCAT0800000008206G,2026-09-14,2.09,41.56,225.0,34.5,18.3,80.0,26.0,1021.8,1017.6,20.0,0.0,24.9,57.0,247.0,2.0,0.0,xml_feed
Castellar del Vallès (Barcelona),ESCAT0800000008211B,2026-09-14,2.09,41.62,331.0,35.2,19.4,80.0,23.0,1025.0,1021.0,24.0,0.0,24.6,55.0,0.0,0.0,0.0,xml_feed
Terrassa - Plaça Nova (Barcelona),ESCAT0800000008221B,2026-09-14,2.02,41.56,285.0,33.4,18.8,83.0,31.0,1019.9,1015.8,24.0,0.0,24.6,61.0,248.0,0.0,0.0,xml_feed
Terrassa - Ca n'Aurell (Barcelona),ESCAT0800000008224A,2026-09-14,2.0,41.57,300.0,33.1,18.2,86.0,36.0,1022.7,1018.5,23.0,0.0,23.4,67.0,306.0,0.0,0.0,xml_feed
Terrassa-Centre (Barcelona),ESCAT0800000008224F,2026-09-14,2.01,41.56,300.0,33.0,18.3,85.0,38.0,1021.3,1017.2,,0.0,23.8,68.0,,,0.0,xml_feed
Terrassa - Can Boada (Barcelona),ESCAT0800000008225G,2026-09-14,2.0,41.57,325.0,33.3,17.9,87.0,32.0,1021.3,1017.3,21.0,0.0,23.0,66.0,90.0,3.0,0.0,xml_feed
Terrassa - Sant Pere (Barcelona),ESCAT0800000008226A,2026-09-14,2.02,41.57,322.0,32.3,18.7,74.0,26.0,1023.7,1018.4,23.0,0.0,23.9,53.0,0.0,0.0,0.0,xml_feed
Terrassa  -Sant Pere Nord (Barcelona),ESCAT0800000008226C,2026-09-14,2.02,41.58,,32.9,18.9,82.0,31.0,,,15.0,,24.3,60.0,65.0,1.0,,xml_feed
Terrassa (les Fonts) (Barcelona),ESCAT0800000008228B,2026-09-14,2.02,41.55,225.0,33.2,17.8,91.0,34.0,1022.4,1018.1,,0.0,24.1,62.0,,,0.0,xml_feed
Matadepera-La Muntanyeta (Barcelona),ESCAT0800000008230C,2026-09-14,2.03,41.6,515.0,33.1,16.6,82.0,30.0,1022.8,1018.9,19.0,0.0,21.4,70.0,202.0,5.0,0.0,xml_feed
Viladecavalls (Barcelona),ESCAT0800000008232A,2026-09-14,1.96,41.56,290.0,32.6,17.8,89.0,39.0,1021.7,1017.9,27.0,0.0,23.6,71.0,216.0,0.0,0.0,xml_feed
Viladecavalls - Can Turu (Barcelona),ESCAT0800000008232B,2026-09-14,1.95,41.55,310.0,32.2,18.8,82.0,36.0,1022.7,1019.1,27.0,0.0,23.8,68.0,248.0,3.0,0.0,xml_feed
Vacarisses (Barcelona),ESCAT0800000008233A,2026-09-14,1.92,41.6,425.0,32.2,15.3,88.0,34.0,1022.5,1018.6,32.0,0.0,22.8,62.0,68.0,2.0,0.0,xml_feed
Vacarisses Cam Serra (Barcelona),ESCAT0800000008233B,2026-09-14,1.89,41.6,382.0,33.3,14.0,91.0,36.0,1024.1,1019.8,34.0,0.0,23.1,68.0,0.0,5.0,0.0,xml_feed
Manresa - Oest (Barcelona),ESCAT0800000008242B,2026-09-14,1.82,41.73,238.0,35.6,15.1,89.0,26.0,1022.9,1017.5,26.0,0.0,23.7,66.0,255.0,2.0,0.0,xml_feed
Manresa   (Barcelona),ESCAT0800000008243A,2026-09-14,1.84,41.72,251.0,34.9,15.9,81.0,22.0,1022.0,1016.8,32.0,0.0,24.8,58.0,196.0,5.0,0.0,xml_feed
Manresa - Est (Barcelona),ESCAT0800000008243B,2026-09-14,1.85,41.72,320.0,35.0,15.5,86.0,24.0,1024.8,1019.9,31.0,0.0,24.4,61.0,180.0,8.0,0.0,xml_feed
Sant Joan de Vilatorrada (Barcelona),ESCAT0800000008250B,2026-09-14,1.8,41.74,,35.8,15.4,91.0,26.0,,,26.0,,22.7,66.0,180.0,0.0,,xml_feed
Santpedor (Barcelona),ESCAT0800000008251A,2026-09-14,1.84,41.79,330.0,34.3,14.5,56.0,56.0,1022.2,1022.2,4.0,0.0,23.7,56.0,225.0,0.0,0.0,xml_feed
"Rocafort, Can Lleonart  (Barcelona)",ESCAT0800000008254C,2026-09-14,1.92,41.72,472.0,34.0,14.9,,,1021.0,1017.0,35.0,0.0,23.1,,119.0,8.0,0.0,xml_feed
Fals (Bages) (Barcelona),ESCAT0800000008259A,2026-09-14,1.71,41.74,400.0,34.9,12.3,80.0,27.0,1021.9,1016.6,21.0,0.0,20.6,67.0,227.0,0.0,0.0,xml_feed
Suria (Barcelona),ESCAT0800000008260A,2026-09-14,1.76,41.84,286.0,35.8,12.9,91.0,25.0,1022.7,1016.4,18.0,0.0,20.5,67.0,64.0,1.0,0.0,xml_feed
Súria (tractets) (Barcelona),ESCAT0800000008260C,2026-09-14,1.75,41.84,340.0,36.2,14.8,89.0,26.0,1023.7,1018.9,16.0,0.0,21.7,64.0,271.0,0.0,0.0,xml_feed
Suria (Bellavista) (Barcelona),ESCAT0800000008260D,2026-09-14,1.75,41.84,332.0,36.1,13.9,92.0,27.0,1023.5,1018.2,18.0,0.0,21.1,69.0,351.0,0.0,0.0,xml_feed
Cardona - Turó Rossinyol (Barcelona),ESCAT0800000008261C,2026-09-14,1.68,41.91,560.0,33.3,14.4,88.0,26.0,1024.1,1018.9,26.0,0.0,22.3,50.0,298.0,1.0,0.0,xml_feed
Cardona_RavalSantJoan_DV (Barcelona),ESCAT0800000008261D,2026-09-14,1.68,41.92,444.0,33.2,12.4,67.0,15.0,1022.2,1017.5,29.0,0.0,21.2,36.0,208.0,3.0,0.0,xml_feed
Cardona_Salinera (Barcelona),ESCAT0800000008261E,2026-09-14,1.69,41.91,393.0,34.0,13.5,87.0,23.0,1033.4,1028.6,26.0,0.0,20.7,48.0,135.0,2.0,0.0,xml_feed
Valls de Torroella (Barcelona),ESCAT0800000008269A,2026-09-14,1.72,41.85,320.0,35.2,13.3,86.0,25.0,1023.5,1018.2,16.0,0.0,19.4,63.0,157.0,0.0,0.0,xml_feed
Santa Maria d'Oló (Barcelona),ESCAT0800000008273A,2026-09-14,2.0,41.9,542.0,34.3,14.1,91.0,23.0,1024.3,1019.6,23.0,0.0,20.9,70.0,130.0,0.0,0.0,xml_feed
Veciana (Barcelona),ESCAT0800000008289A,2026-09-14,1.52,41.66,608.0,31.8,14.9,96.0,31.0,1023.6,1019.8,29.0,0.0,21.8,63.0,167.0,1.0,0.0,xml_feed
Cerdanyola - Centre (Barcelona),ESCAT0800000008290B,2026-09-14,2.14,41.49,100.0,33.6,18.8,90.0,36.0,1020.5,1016.3,24.0,0.0,24.7,61.0,265.0,6.0,0.0,xml_feed
Cerdanyola - Montflorit (Barcelona),ESCAT0800000008290D,2026-09-14,2.13,41.49,80.0,35.7,17.8,93.0,34.0,1021.5,1016.9,13.0,0.0,21.6,73.0,206.0,0.0,0.0,xml_feed
Ripollet 2.0 (Barcelona),ESCAT0800000008291B,2026-09-14,2.18,41.51,75.0,35.3,18.7,86.0,29.0,1022.6,1018.4,19.0,0.0,25.4,58.0,360.0,0.0,0.0,xml_feed
Ripollet-centro (Barcelona),ESCAT0800000008291D,2026-09-14,2.16,41.51,75.0,35.4,19.1,85.0,30.0,1022.7,1018.1,22.0,0.0,25.4,56.0,270.0,0.0,0.0,xml_feed
Sant Vicenç de Castellet (Barcelona),ESCAT0800000008295A,2026-09-14,1.86,41.67,,36.1,15.5,92.0,30.0,1024.6,1018.7,26.0,,22.0,71.0,247.0,6.0,,xml_feed
Castellbell (El Borràs) (Barcelona),ESCAT0800000008296A,2026-09-14,1.86,41.63,166.0,35.1,16.0,88.0,36.0,1023.4,1018.2,31.0,0.0,23.4,68.0,122.0,0.0,0.0,xml_feed
Castellbell (Baix Vilar) (Barcelona),ESCAT0800000008296B,2026-09-14,1.86,41.64,187.0,35.3,15.7,90.0,32.0,1025.0,1019.6,24.0,0.0,23.6,66.0,157.0,0.0,0.0,xml_feed
Marganell (Barcelona),ESCAT0800000008298A,2026-09-14,1.79,41.64,305.0,34.3,13.0,92.0,25.0,1023.4,1018.3,,0.0,19.2,73.0,,,0.0,xml_feed
Mataró - Vista Alegre (Barcelona),ESCAT0800000008304A,2026-09-14,2.45,41.55,105.0,30.4,22.0,76.0,44.0,1022.6,1019.0,27.0,0.0,25.6,59.0,30.0,3.0,0.0,xml_feed
Mataró - Can Quirze (Barcelona),ESCAT0800000008304B,2026-09-14,2.46,41.55,80.0,30.1,21.2,81.0,52.0,1021.3,1017.8,21.0,0.0,25.8,63.0,311.0,0.0,0.0,xml_feed
Mataró -Nord (Barcelona),ESCAT0800000008304C,2026-09-14,2.44,41.56,144.0,31.4,20.7,77.0,35.0,1022.0,1019.2,28.0,0.0,26.2,50.0,330.0,14.0,0.0,xml_feed
Mataró-Can Canyellas (Barcelona),ESCAT0800000008304D,2026-09-14,2.44,41.56,144.0,30.4,21.0,82.0,46.0,1020.8,1018.0,25.0,0.0,26.2,59.0,337.0,18.0,0.0,xml_feed
Mataró-Parc de Créteil (Barcelona),ESCAT0800000008304E,2026-09-14,2.45,41.55,105.0,29.5,21.4,81.0,52.0,1021.6,1017.7,30.0,0.0,25.5,64.0,337.0,4.0,0.0,xml_feed
Argentona (Barcelona),ESCAT0800000008310B,2026-09-14,2.39,41.56,127.0,33.0,18.8,86.0,41.0,1022.5,1018.5,26.0,0.0,24.3,64.0,320.0,2.0,0.0,xml_feed
Dosrius (Barcelona),ESCAT0800000008319B,2026-09-14,2.4,41.6,165.0,31.6,14.9,88.0,35.0,1023.9,1019.6,32.0,0.0,20.1,71.0,45.0,2.0,0.0,xml_feed
Dosrius Can Miloca (Barcelona),ESCAT0800000008319C,2026-09-14,2.46,41.62,488.0,31.1,17.0,92.0,34.0,1023.5,1020.6,21.0,0.0,22.1,61.0,0.0,0.0,0.0,xml_feed
El Masnou - Can Humet (Barcelona),ESCAT0800000008320C,2026-09-14,2.32,41.48,22.0,29.1,22.3,78.0,52.0,,,30.0,0.0,25.0,64.0,315.0,0.0,0.0,xml_feed
El Masnou - Ocata (Barcelona),ESCAT0800000008320D,2026-09-14,2.33,41.49,10.0,29.1,22.8,78.0,52.0,1023.1,1019.1,28.0,0.0,26.6,58.0,238.0,4.0,0.0,xml_feed
El Masnou - Nordeste (Barcelona),ESCAT0800000008320F,2026-09-14,2.41,41.5,57.0,29.0,22.3,78.0,49.0,1023.7,1020.5,22.0,0.0,25.8,56.0,319.0,2.0,0.0,xml_feed
El Masnou - Ocata 2 (Barcelona),ESCAT0800000008320G,2026-09-14,2.33,41.49,7.0,30.7,22.3,76.0,49.0,1022.5,1018.5,19.0,0.0,25.1,65.0,180.0,3.0,0.0,xml_feed
Alella-Mirador (Barcelona),ESCAT0800000008328F,2026-09-14,2.29,41.49,290.0,30.2,21.2,,,1020.6,1017.0,,0.0,25.9,,,,0.0,xml_feed
Cabrera de Mar (Barcelona),ESCAT0800000008349A,2026-09-14,2.4,41.51,,31.0,19.9,100.0,37.0,1021.8,1018.3,,0.0,24.5,60.0,,,0.0,xml_feed
Cabrera de Mar-SJoan Munt (Barcelona),ESCAT0800000008349B,2026-09-14,2.39,41.53,170.0,31.8,21.1,87.0,45.0,1023.3,1020.1,44.0,0.0,23.6,74.0,67.0,4.0,0.0,xml_feed
Arenys de Munt (Barcelona),ESCAT0800000008358A,2026-09-14,2.54,41.61,149.0,30.6,20.8,79.0,39.0,1023.9,1020.1,26.0,0.0,24.7,61.0,16.0,5.0,0.0,xml_feed
Canet de Mar - Mise (Barcelona),ESCAT0800000008360B,2026-09-14,2.58,41.6,,32.0,19.1,85.0,47.0,1024.7,1021.7,15.0,,23.3,70.0,270.0,0.0,,xml_feed
Canet de Mar - Centre (Barcelona),ESCAT0800000008360C,2026-09-14,2.58,41.59,42.0,28.8,21.3,82.0,58.0,1021.4,1017.8,26.0,0.0,24.7,70.0,263.0,5.0,0.0,xml_feed
Canet de Mar (Barcelona),ESCAT0800000008360D,2026-09-14,2.58,41.59,40.0,29.1,20.9,79.0,55.0,1022.2,1019.4,26.0,0.0,24.4,68.0,292.0,2.0,0.0,xml_feed
Canet de Mar - Rial Oms  (Barcelona),ESCAT0800000008360H,2026-09-14,2.59,41.6,50.0,31.5,18.6,80.0,52.0,1023.4,1020.4,,0.0,23.1,73.0,,,0.0,xml_feed
Calella (Barcelona),ESCAT0800000008370A,2026-09-14,2.66,41.61,7.0,28.3,21.3,73.0,58.0,1022.5,1019.2,35.0,0.0,26.2,61.0,231.0,2.0,0.0,xml_feed
Malgrat de mar (Barcelona),ESCAT0800000008380A,2026-09-14,2.74,41.65,4.0,29.5,18.4,82.0,62.0,1027.4,1024.7,34.0,0.0,24.2,79.0,71.0,2.0,0.0,xml_feed
Palafolls Mas La Pomareda (Barcelona),ESCAT0800000008389B,2026-09-14,2.75,41.68,,33.0,16.3,89.0,41.0,1023.8,1020.2,28.0,,20.6,85.0,298.0,4.0,,xml_feed
Tiana (Barcelona),ESCAT0800000008391C,2026-09-14,2.27,41.48,140.0,31.2,19.8,87.0,38.0,,,17.0,0.0,26.3,52.0,247.0,4.0,0.0,xml_feed
Sant Andreu de Llavaneres (Barcelona),ESCAT0800000008392A,2026-09-14,2.48,41.57,139.0,30.3,20.5,80.0,45.0,1021.9,1019.2,24.0,0.0,25.4,59.0,290.0,4.0,0.0,xml_feed
Caldes d'Estrac (Barcelona),ESCAT0800000008393B,2026-09-14,2.53,41.57,72.0,27.9,17.6,81.0,55.0,1022.9,1019.4,24.0,0.0,22.6,73.0,241.0,0.0,0.0,xml_feed
Sant Vicenç de Montalt (Barcelona),ESCAT0800000008394B,2026-09-14,2.51,41.58,200.0,29.3,23.3,77.0,46.0,1022.3,1018.7,34.0,0.0,27.6,49.0,0.0,16.0,0.0,xml_feed
Pineda de Mar - Les Creus (Barcelona),ESCAT0800000008397A,2026-09-14,2.67,41.62,30.0,29.7,16.9,87.0,54.0,1024.5,1021.2,31.0,0.0,21.7,69.0,26.0,4.0,0.0,xml_feed
Pineda De Mar - Cal Tort  (Barcelona),ESCAT0800000008397C,2026-09-14,2.67,41.64,130.0,31.3,22.1,74.0,36.0,1023.5,1019.5,26.0,0.0,29.0,36.0,292.0,1.0,0.0,xml_feed
Pineda de Mar - Nord (Barcelona),ESCAT0800000008397E,2026-09-14,2.69,41.64,45.0,29.9,19.4,79.0,46.0,1022.9,1019.4,32.0,0.0,23.6,60.0,326.0,0.0,0.0,xml_feed
Pineda de Mar - Centre (Barcelona),ESCAT0800000008397F,2026-09-14,2.69,41.62,9.0,29.3,20.1,77.0,58.0,1022.4,1018.9,26.0,0.0,23.8,60.0,307.0,3.0,0.0,xml_feed
Santa Susanna (Barcelona),ESCAT0800000008398A,2026-09-14,2.72,41.64,48.0,29.7,20.8,78.0,48.0,1022.4,1018.7,24.0,0.0,25.2,60.0,210.0,0.0,0.0,xml_feed
Granollers (Barcelona),ESCAT0800000008402A,2026-09-14,2.29,41.61,145.0,34.7,18.2,80.0,30.0,1023.7,1019.7,22.0,0.0,24.5,62.0,190.0,0.0,0.0,xml_feed
Cardedeu - Centre (Barcelona),ESCAT0800000008440A,2026-09-14,2.36,41.64,203.0,34.6,16.3,86.0,33.0,1022.7,1019.1,17.0,0.0,23.1,67.0,0.0,0.0,0.0,xml_feed
Cardedeu - Poble Sec (Barcelona),ESCAT0800000008440C,2026-09-14,2.36,41.64,200.0,34.1,15.7,84.0,31.0,1023.7,1019.5,27.0,0.0,22.8,66.0,270.0,0.0,0.0,xml_feed
Montseny - Les Arrels (Barcelona),ESCAT0800000008469A,2026-09-14,2.4,41.75,435.0,33.2,17.7,74.0,32.0,1021.6,1017.6,18.0,0.0,21.8,65.0,331.0,0.0,0.0,xml_feed
Sant Celoni - Vilardell (Barcelona),ESCAT0800000008470F,2026-09-14,2.52,41.68,,32.4,15.5,87.0,36.0,,,,,23.3,62.0,,,,xml_feed
Sant Celoni - Diputació (Barcelona),ESCAT0800000008470G,2026-09-14,2.49,41.69,170.0,33.3,16.2,85.0,33.0,1021.4,1017.8,27.0,0.0,23.3,63.0,208.0,5.0,0.0,xml_feed
Vallgorguina (Barcelona),ESCAT0800000008471C,2026-09-14,2.52,41.65,280.0,33.3,14.1,97.0,31.0,1023.3,1020.1,17.0,0.0,19.9,74.0,180.0,0.0,0.0,xml_feed
Gualba (Barcelona),ESCAT0800000008474B,2026-09-14,2.53,41.72,164.0,35.7,15.9,81.0,27.0,1022.3,1018.6,21.0,0.0,23.8,59.0,360.0,3.0,0.0,xml_feed
