name,id,time,lon,lat,alt,Temp.max,Temp.min,Hum.max,Hum.min,Pres.max,Pres.min,Vient.max,Precip.diaria,Temp.act,Hum.act,Vient.dir,Vient.act,Precip.total,source
Barcelona - El Coll-Vallcarca (Barcelona),ESCAT0800000008023D,2026-09-10,2.15,41.41,135.0,25.8,16.3,93.0,45.0,1018.1,1014.6,24.0,0.0,20.2,77.0,0.0,0.0,0.0,xml_feed
Barcelona - Sant Gervasi (Barcelona),ESCAT0800000008023I,2026-09-10,2.14,41.41,160.0,25.4,17.5,85.0,45.0,1015.2,1011.5,27.0,0.0,22.0,70.0,213.0,1.0,0.0,xml_feed
Barcelona - Gràcia (Barcelona),ESCAT0800000008024A,2026-09-10,2.16,41.41,105.0,25.6,17.8,81.0,46.0,1016.3,1012.9,37.0,0.0,22.7,71.0,245.0,3.0,0.0,xml_feed
Barcelona-Sagrada Familia (Barcelona),ESCAT0800000008025A,2026-09-10,2.18,41.41,60.0,27.8,17.8,77.0,43.0,1018.8,1015.2,20.0,0.0,22.7,68.0,252.0,0.0,0.0,xml_feed
Barcelona Camp de l'Arpa (Barcelona),ESCAT0800000008026C,2026-09-10,2.18,41.41,34.0,27.9,18.0,77.0,38.0,1019.0,1015.5,20.0,0.0,23.0,62.0,349.0,1.0,0.0,xml_feed
Barcelona-TorGuineu Navas (Barcelona),ESCAT0800000008027C,2026-09-10,2.19,41.42,,26.2,17.8,76.0,40.0,1019.8,1016.2,35.0,,23.0,62.0,31.0,2.0,,xml_feed
Barcelona - Bon Pastor  (Barcelona),ESCAT0800000008030C,2026-09-10,2.21,41.44,18.0,27.1,16.2,89.0,44.0,1015.7,1012.1,20.0,0.0,21.5,72.0,90.0,0.0,0.0,xml_feed
Barcelona - Horta (Barcelona),ESCAT0800000008032A,2026-09-10,2.15,41.43,100.0,27.2,16.3,89.0,45.0,1014.7,1011.1,24.0,0.0,20.9,74.0,135.0,0.0,0.0,xml_feed
Barcelona - Sarrià (Barcelona),ESCAT0800000008034A,2026-09-10,2.12,41.39,,26.0,16.8,81.0,43.0,1015.2,1011.9,,,22.3,70.0,,,,xml_feed
Badalona - Llefià (Barcelona),ESCAT0800000008080A,2026-09-10,2.23,41.44,25.0,26.9,16.2,,,1017.0,1013.8,,0.0,23.1,,,,0.0,xml_feed
Mollet  -  Estació França (Barcelona),ESCAT0800000008100C,2026-09-10,2.22,41.53,65.0,27.3,15.2,88.0,32.0,1019.1,1015.9,29.0,0.0,21.2,60.0,45.0,3.0,0.0,xml_feed
Sant Fost - Mas Llombart (Barcelona),ESCAT0800000008105B,2026-09-10,2.24,41.5,175.0,26.7,12.2,72.0,29.0,1018.0,1014.5,27.0,0.4,17.4,61.0,135.0,0.0,0.4,xml_feed
Sant Fost - Mas Corts (Barcelona),ESCAT0800000008105C,2026-09-10,2.25,41.5,300.0,26.6,12.5,92.0,38.0,1017.3,1013.6,29.0,0.2,18.8,72.0,38.0,2.0,0.2,xml_feed
Santa Perpètua de Mogoda (Barcelona),ESCAT0800000008130A,2026-09-10,2.19,41.52,70.0,30.4,13.9,98.0,36.0,1015.2,1011.4,24.0,0.0,20.8,73.0,115.0,0.0,0.0,xml_feed
Parets del Vallès (Barcelona),ESCAT0800000008150A,2026-09-10,2.22,41.56,123.0,27.3,13.7,90.0,34.0,,,30.0,0.0,20.0,69.0,62.0,8.0,0.0,xml_feed
Montmeló-T.de la Bandera (Barcelona),ESCAT0800000008160A,2026-09-10,2.25,41.56,112.0,28.4,14.3,88.0,36.0,1014.5,1011.3,23.0,0.0,19.9,68.0,105.0,3.0,0.0,xml_feed
Montornés del V. - Lluch (Barcelona),ESCAT0800000008170B,2026-09-10,2.25,41.55,116.0,27.7,14.5,89.0,36.0,1020.8,1016.9,,0.0,19.5,70.0,,,0.0,xml_feed
Collsuspina - Centre (Barcelona),ESCAT0800000008178B,2026-09-10,2.18,41.83,901.0,24.2,9.1,88.0,33.0,1018.1,1013.6,21.0,0.0,12.6,88.0,50.0,5.0,0.0,xml_feed
Moià - Oest (Barcelona),ESCAT0800000008180E,2026-09-10,2.09,41.81,735.0,25.4,9.8,87.0,28.0,1018.9,1015.1,15.0,0.0,14.4,83.0,0.0,0.0,0.0,xml_feed
Castellcir (Barcelona),ESCAT0800000008183C,2026-09-10,2.15,41.76,785.0,25.1,8.7,88.0,26.0,,,,0.0,14.4,78.0,,,0.0,xml_feed
Palau-solità i P. Cortés (Barcelona),ESCAT0800000008184C,2026-09-10,2.18,41.59,125.0,29.2,13.7,92.0,32.0,1016.5,1013.2,29.0,0.0,20.2,72.0,339.0,2.0,0.0,xml_feed
Vallromanes - Est (Barcelona),ESCAT0800000008188B,2026-09-10,2.31,41.53,220.0,24.8,12.1,99.0,53.0,1017.4,1013.7,29.0,0.4,18.5,84.0,22.0,0.0,0.4,xml_feed
Rubí - Andromeda (Barcelona),ESCAT0800000008191B,2026-09-10,2.04,41.49,150.0,28.0,15.3,90.0,37.0,1015.7,1012.1,26.0,0.0,21.2,73.0,137.0,2.0,0.0,xml_feed
Rubí - Pl S.Allende (Barcelona),ESCAT0800000008191E,2026-09-10,2.03,41.49,130.0,28.9,13.7,93.0,40.0,1015.4,1011.8,20.0,0.0,21.1,78.0,317.0,0.0,0.0,xml_feed
Rubí - La Serreta (Barcelona),ESCAT0800000008191F,2026-09-10,2.04,41.5,180.0,28.5,14.9,91.0,39.0,1018.4,1014.9,28.0,0.0,21.1,78.0,349.0,1.0,0.0,xml_feed
St Quirze del V -VallSuau (Barcelona),ESCAT0800000008192A,2026-09-10,2.07,41.53,230.0,28.6,14.1,85.0,23.0,1017.3,1013.8,30.0,0.0,20.1,73.0,248.0,4.0,0.0,xml_feed
Sant Quirze del Vallés  (Barcelona),ESCAT0800000008192B,2026-09-10,2.09,41.53,,29.9,15.9,77.0,30.0,1014.5,1011.2,5.0,0.0,23.0,66.0,0.0,0.0,0.0,xml_feed
Valldoreix (Barcelona),ESCAT0800000008195A,2026-09-10,2.04,41.46,120.0,27.2,13.0,93.0,42.0,1018.2,1015.0,22.0,0.2,18.7,80.0,92.0,1.0,0.2,xml_feed
Sant Cugat Vallès-Mirasol (Barcelona),ESCAT0800000008195B,2026-09-10,2.04,41.47,110.0,27.9,13.5,97.0,41.0,1017.6,1013.7,15.0,0.0,19.1,83.0,135.0,0.0,0.0,xml_feed
S. Cugat Val. La Floresta (Barcelona),ESCAT0800000008198A,2026-09-10,2.08,41.45,217.0,27.8,14.1,,,1018.4,1015.2,,0.0,19.8,,,,0.0,xml_feed
Sabadell - Rambla (Barcelona),ESCAT0800000008201C,2026-09-10,2.11,41.54,179.0,29.9,15.8,81.0,21.0,1017.4,1013.6,17.0,0.0,21.8,65.0,265.0,0.0,0.0,xml_feed
Sabadell - Centre (Barcelona),ESCAT0800000008202B,2026-09-10,2.11,41.55,197.0,29.3,15.1,85.0,31.0,1017.2,1013.7,27.0,0.0,21.8,72.0,258.0,3.0,0.0,xml_feed
Sabadell - Viena II (Barcelona),ESCAT0800000008206A,2026-09-10,2.08,41.56,,33.5,14.2,82.0,20.0,1015.2,1011.2,,,20.1,70.0,,,,xml_feed
Sabadell - Can Rull (Barcelona),ESCAT0800000008206G,2026-09-10,2.09,41.56,225.0,29.8,15.1,78.0,23.0,1016.3,1012.6,22.0,0.0,21.0,65.0,315.0,3.0,0.0,xml_feed
Castellar del Vallès (Barcelona),ESCAT0800000008211B,2026-09-10,2.09,41.62,331.0,29.1,14.8,79.0,25.0,1019.0,1015.0,34.0,0.0,20.4,66.0,270.0,0.0,0.0,xml_feed
Terrassa - Plaça Nova (Barcelona),ESCAT0800000008221B,2026-09-10,2.02,41.56,285.0,28.1,15.7,81.0,26.0,1014.1,1010.7,21.0,0.0,20.4,71.0,225.0,0.0,0.0,xml_feed
Terrassa - Ca n'Aurell (Barcelona),ESCAT0800000008224A,2026-09-10,2.0,41.57,300.0,27.5,15.1,84.0,30.0,1017.0,1013.6,24.0,0.0,19.7,76.0,314.0,0.0,0.0,xml_feed
Terrassa-Centre (Barcelona),ESCAT0800000008224F,2026-09-10,2.01,41.56,300.0,27.8,15.3,83.0,32.0,1015.5,1012.1,,0.0,20.2,75.0,,,0.0,xml_feed
Terrassa - Can Boada (Barcelona),ESCAT0800000008225G,2026-09-10,2.0,41.57,325.0,27.7,14.6,85.0,27.0,1015.5,1012.1,29.0,0.0,19.0,77.0,90.0,5.0,0.0,xml_feed
Terrassa  -Sant Pere Nord (Barcelona),ESCAT0800000008226C,2026-09-10,2.02,41.58,,27.6,15.0,80.0,26.0,,,15.0,,20.2,71.0,65.0,1.0,,xml_feed
Terrassa (les Fonts) (Barcelona),ESCAT0800000008228B,2026-09-10,2.02,41.55,225.0,28.4,14.0,91.0,29.0,1016.8,1013.2,,0.0,20.2,75.0,,,0.0,xml_feed
Matadepera-La Muntanyeta (Barcelona),ESCAT0800000008230C,2026-09-10,2.03,41.6,515.0,27.2,12.3,89.0,31.0,1017.1,1013.4,16.0,0.0,16.8,77.0,202.0,3.0,0.0,xml_feed
Viladecavalls (Barcelona),ESCAT0800000008232A,2026-09-10,1.96,41.56,290.0,27.2,14.7,92.0,33.0,1016.4,1013.1,32.0,0.0,19.5,78.0,228.0,0.0,0.0,xml_feed
Viladecavalls - Can Turu (Barcelona),ESCAT0800000008232B,2026-09-10,1.95,41.55,310.0,26.8,15.0,83.0,31.0,1017.3,1013.9,29.0,0.0,20.2,76.0,234.0,3.0,0.0,xml_feed
Vacarisses (Barcelona),ESCAT0800000008233A,2026-09-10,1.92,41.6,425.0,27.1,13.4,85.0,26.0,1016.6,1012.9,31.0,0.0,18.5,76.0,90.0,0.0,0.0,xml_feed
Vacarisses Cam Serra (Barcelona),ESCAT0800000008233B,2026-09-10,1.89,41.6,382.0,28.3,13.5,89.0,27.0,1017.8,1014.4,28.0,0.0,20.1,72.0,112.0,10.0,0.0,xml_feed
Manresa - Oest (Barcelona),ESCAT0800000008242B,2026-09-10,1.82,41.73,238.0,27.7,13.7,76.0,29.0,1016.6,1013.4,31.0,0.0,19.2,57.0,288.0,0.0,0.0,xml_feed
Manresa   (Barcelona),ESCAT0800000008243A,2026-09-10,1.84,41.72,251.0,28.0,13.4,76.0,25.0,1015.9,1012.4,32.0,0.0,20.7,60.0,161.0,0.0,0.0,xml_feed
Manresa - Est (Barcelona),ESCAT0800000008243B,2026-09-10,1.85,41.72,320.0,28.0,12.8,80.0,27.0,1018.3,1015.2,29.0,0.0,19.9,69.0,180.0,0.0,0.0,xml_feed
Sant Joan de Vilatorrada (Barcelona),ESCAT0800000008250B,2026-09-10,1.8,41.74,,28.1,13.3,80.0,30.0,,,31.0,,18.1,61.0,67.0,1.0,,xml_feed
Santpedor (Barcelona),ESCAT0800000008251A,2026-09-10,1.84,41.79,330.0,26.6,11.9,53.0,53.0,1019.2,1019.2,2.0,0.0,18.5,53.0,23.0,1.0,0.0,xml_feed
"Rocafort, Can Lleonart  (Barcelona)",ESCAT0800000008254C,2026-09-10,1.92,41.72,472.0,25.2,11.5,,,1015.0,1012.0,29.0,0.0,19.3,,102.0,9.0,0.0,xml_feed
Fals (Bages) (Barcelona),ESCAT0800000008259A,2026-09-10,1.71,41.74,400.0,28.1,13.3,73.0,30.0,1015.8,1012.1,32.0,0.0,16.8,57.0,235.0,0.0,0.0,xml_feed
Suria (Barcelona),ESCAT0800000008260A,2026-09-10,1.76,41.84,286.0,28.0,11.2,78.0,27.0,1016.6,1012.2,28.0,0.0,14.9,63.0,26.0,6.0,0.0,xml_feed
Súria (tractets) (Barcelona),ESCAT0800000008260C,2026-09-10,1.75,41.84,340.0,28.4,13.7,72.0,31.0,1018.0,1014.6,27.0,0.0,17.7,56.0,288.0,1.0,0.0,xml_feed
Suria (Bellavista) (Barcelona),ESCAT0800000008260D,2026-09-10,1.75,41.84,332.0,28.6,12.8,77.0,31.0,1017.3,1013.8,23.0,0.0,16.8,61.0,56.0,0.0,0.0,xml_feed
Cardona - Turó Rossinyol (Barcelona),ESCAT0800000008261C,2026-09-10,1.68,41.91,560.0,26.9,10.3,79.0,29.0,1017.9,1014.0,24.0,0.0,17.1,51.0,322.0,0.0,0.0,xml_feed
Cardona_RavalSantJoan_DV (Barcelona),ESCAT0800000008261D,2026-09-10,1.68,41.92,444.0,25.7,8.9,61.0,19.0,1016.5,1012.5,24.0,0.0,16.2,43.0,258.0,5.0,0.0,xml_feed
Cardona_Salinera (Barcelona),ESCAT0800000008261E,2026-09-10,1.69,41.91,393.0,27.0,9.2,86.0,27.0,1027.1,1023.9,28.0,0.0,16.6,56.0,112.0,0.0,0.0,xml_feed
Valls de Torroella (Barcelona),ESCAT0800000008269A,2026-09-10,1.72,41.85,320.0,27.4,10.3,80.0,30.0,1017.5,1013.8,23.0,0.0,15.3,64.0,180.0,2.0,0.0,xml_feed
Santa Maria d'Oló (Barcelona),ESCAT0800000008273A,2026-09-10,2.0,41.9,542.0,27.0,9.0,92.0,32.0,1018.7,1014.8,16.0,0.0,15.3,74.0,122.0,0.0,0.0,xml_feed
Veciana (Barcelona),ESCAT0800000008289A,2026-09-10,1.52,41.66,608.0,24.6,11.6,79.0,40.0,1017.9,1014.5,35.0,0.0,16.9,58.0,360.0,1.0,0.0,xml_feed
Cerdanyola - Centre (Barcelona),ESCAT0800000008290B,2026-09-10,2.14,41.49,100.0,27.5,15.2,91.0,44.0,1014.7,1011.4,29.0,0.0,21.1,75.0,279.0,2.0,0.0,xml_feed
Cerdanyola - Montflorit (Barcelona),ESCAT0800000008290D,2026-09-10,2.13,41.49,80.0,29.2,12.7,95.0,40.0,1015.7,1012.1,19.0,0.2,18.1,83.0,217.0,0.0,0.2,xml_feed
Ripollet 2.0 (Barcelona),ESCAT0800000008291B,2026-09-10,2.18,41.51,75.0,29.4,15.1,90.0,35.0,1016.8,1013.5,19.0,0.0,21.1,69.0,0.0,0.0,0.0,xml_feed
Ripollet-centro (Barcelona),ESCAT0800000008291D,2026-09-10,2.16,41.51,75.0,29.4,15.5,90.0,35.0,1016.9,1013.3,20.0,0.0,21.1,68.0,0.0,0.0,0.0,xml_feed
Sant Vicenç de Castellet (Barcelona),ESCAT0800000008295A,2026-09-10,1.86,41.67,,29.8,12.0,88.0,29.0,1018.2,1014.2,24.0,,17.9,68.0,270.0,4.0,,xml_feed
Castellbell (El Borràs) (Barcelona),ESCAT0800000008296A,2026-09-10,1.86,41.63,166.0,28.8,13.6,86.0,30.0,1016.7,1013.2,24.0,0.0,19.0,70.0,236.0,0.0,0.0,xml_feed
Castellbell (Baix Vilar) (Barcelona),ESCAT0800000008296B,2026-09-10,1.86,41.64,187.0,28.7,13.0,86.0,28.0,1018.6,1015.3,26.0,0.0,18.8,69.0,160.0,0.0,0.0,xml_feed
Marganell (Barcelona),ESCAT0800000008298A,2026-09-10,1.79,41.64,305.0,27.5,11.0,79.0,27.0,1017.2,1013.7,,0.0,15.0,70.0,,,0.0,xml_feed
Mataró - Vista Alegre (Barcelona),ESCAT0800000008304A,2026-09-10,2.45,41.55,105.0,26.1,16.1,77.0,39.0,1017.0,1013.5,31.0,0.0,20.1,67.0,9.0,5.0,0.0,xml_feed
Mataró - Can Quirze (Barcelona),ESCAT0800000008304B,2026-09-10,2.46,41.55,80.0,25.8,15.9,81.0,51.0,1015.4,1012.2,26.0,0.0,21.0,70.0,311.0,0.0,0.0,xml_feed
Mataró -Nord (Barcelona),ESCAT0800000008304C,2026-09-10,2.44,41.56,144.0,26.0,14.6,78.0,32.0,1016.7,1013.3,31.0,0.0,21.9,57.0,330.0,8.0,0.0,xml_feed
Mataró-Can Canyellas (Barcelona),ESCAT0800000008304D,2026-09-10,2.44,41.56,144.0,25.0,14.8,83.0,42.0,1015.3,1011.6,30.0,0.0,22.0,64.0,292.0,9.0,0.0,xml_feed
Mataró-Parc de Créteil (Barcelona),ESCAT0800000008304E,2026-09-10,2.45,41.55,105.0,24.7,15.5,84.0,44.0,1015.7,1012.2,40.0,0.0,19.6,71.0,0.0,5.0,0.0,xml_feed
Argentona (Barcelona),ESCAT0800000008310B,2026-09-10,2.39,41.56,127.0,26.6,15.7,87.0,40.0,1016.8,1013.2,26.0,0.0,20.8,68.0,355.0,2.0,0.0,xml_feed
Dosrius (Barcelona),ESCAT0800000008319B,2026-09-10,2.4,41.6,165.0,25.0,11.4,91.0,43.0,1018.3,1014.5,36.0,0.0,16.1,77.0,113.0,2.0,0.0,xml_feed
Dosrius Can Miloca (Barcelona),ESCAT0800000008319C,2026-09-10,2.46,41.62,488.0,24.7,12.9,89.0,40.0,1018.3,1015.1,27.0,0.0,18.2,71.0,360.0,0.0,0.0,xml_feed
El Masnou - Can Humet (Barcelona),ESCAT0800000008320C,2026-09-10,2.32,41.48,22.0,26.0,16.8,77.0,43.0,,,28.0,0.0,22.0,66.0,337.0,0.0,0.0,xml_feed
El Masnou - Ocata (Barcelona),ESCAT0800000008320D,2026-09-10,2.33,41.49,10.0,25.9,17.9,82.0,42.0,1017.3,1013.6,32.0,0.0,22.9,62.0,317.0,9.0,0.0,xml_feed
El Masnou - Nordeste (Barcelona),ESCAT0800000008320F,2026-09-10,2.41,41.5,57.0,26.1,17.1,75.0,39.0,1018.7,1014.8,30.0,0.0,22.4,62.0,343.0,6.0,0.0,xml_feed
El Masnou - Ocata 2 (Barcelona),ESCAT0800000008320G,2026-09-10,2.33,41.49,7.0,27.2,17.7,84.0,40.0,1016.7,1013.0,25.0,0.0,22.7,61.0,2.0,7.0,0.0,xml_feed
Alella-Mirador (Barcelona),ESCAT0800000008328F,2026-09-10,2.29,41.49,290.0,24.3,15.5,,,1014.5,1011.0,,0.2,19.8,,,,0.2,xml_feed
Cabrera de Mar-SJoan Munt (Barcelona),ESCAT0800000008349B,2026-09-10,2.39,41.53,170.0,26.2,16.3,90.0,44.0,1017.8,1014.0,53.0,0.0,21.7,70.0,0.0,20.0,0.0,xml_feed
Arenys de Mar (Barcelona),ESCAT0800000008350A,2026-09-10,2.56,41.59,85.0,26.8,16.1,78.0,46.0,1014.1,1010.7,29.0,0.0,20.8,70.0,342.0,0.0,0.0,xml_feed
Arenys de Munt (Barcelona),ESCAT0800000008358A,2026-09-10,2.54,41.61,149.0,24.9,15.6,80.0,40.0,1018.4,1014.9,37.0,0.0,19.4,72.0,317.0,3.0,0.0,xml_feed
Canet de Mar - Mise (Barcelona),ESCAT0800000008360B,2026-09-10,2.58,41.6,,26.7,15.5,81.0,43.0,1019.8,1016.1,18.0,,21.3,67.0,337.0,0.0,,xml_feed
Canet de Mar - Centre (Barcelona),ESCAT0800000008360C,2026-09-10,2.58,41.59,42.0,25.9,17.1,74.0,53.0,1015.8,1012.2,29.0,0.0,21.8,68.0,355.0,3.0,0.0,xml_feed
Canet de Mar (Barcelona),ESCAT0800000008360D,2026-09-10,2.58,41.59,40.0,26.3,17.3,74.0,49.0,1017.2,1013.9,29.0,0.0,21.9,66.0,315.0,2.0,0.0,xml_feed
Canet de Mar - Rial Oms  (Barcelona),ESCAT0800000008360H,2026-09-10,2.59,41.6,50.0,28.0,14.6,79.0,47.0,1018.4,1014.7,,0.0,21.1,67.0,,,0.0,xml_feed
Calella (Barcelona),ESCAT0800000008370A,2026-09-10,2.66,41.61,7.0,25.0,17.7,66.0,52.0,1017.2,1014.0,40.0,0.0,22.2,61.0,5.0,10.0,0.0,xml_feed
Malgrat de mar (Barcelona),ESCAT0800000008380A,2026-09-10,2.74,41.65,4.0,25.8,15.8,79.0,57.0,1023.9,1019.5,34.0,0.0,20.9,74.0,360.0,7.0,0.0,xml_feed
Palafolls Mas La Pomareda (Barcelona),ESCAT0800000008389B,2026-09-10,2.75,41.68,,26.1,12.7,97.0,48.0,1019.2,1015.7,30.0,,18.8,82.0,259.0,11.0,,xml_feed
Tiana (Barcelona),ESCAT0800000008391C,2026-09-10,2.27,41.48,140.0,25.9,16.1,92.0,43.0,,,28.0,0.0,20.7,71.0,247.0,2.0,0.0,xml_feed
Sant Andreu de Llavaneres (Barcelona),ESCAT0800000008392A,2026-09-10,2.48,41.57,139.0,25.2,15.2,82.0,45.0,1017.0,1013.6,27.0,0.0,19.5,69.0,300.0,3.0,0.0,xml_feed
Caldes d'Estrac (Barcelona),ESCAT0800000008393B,2026-09-10,2.53,41.57,72.0,24.9,12.8,91.0,49.0,1017.4,1014.0,35.0,0.0,17.8,77.0,289.0,0.0,0.0,xml_feed
Sant Vicenç de Montalt (Barcelona),ESCAT0800000008394B,2026-09-10,2.51,41.58,200.0,25.1,17.9,69.0,43.0,1016.8,1013.2,40.0,0.0,22.1,61.0,0.0,6.0,0.0,xml_feed
Pineda de Mar - Les Creus (Barcelona),ESCAT0800000008397A,2026-09-10,2.67,41.62,30.0,25.9,16.6,75.0,47.0,1019.7,1016.2,29.0,0.0,20.8,74.0,340.0,12.0,0.0,xml_feed
Pineda De Mar - Cal Tort  (Barcelona),ESCAT0800000008397C,2026-09-10,2.67,41.64,130.0,25.8,16.2,69.0,40.0,1018.4,1014.9,33.0,0.0,20.5,63.0,247.0,2.0,0.0,xml_feed
Pineda de Mar - Nord (Barcelona),ESCAT0800000008397E,2026-09-10,2.69,41.64,45.0,25.3,16.7,78.0,47.0,1017.5,1014.0,34.0,0.0,21.0,70.0,329.0,16.0,0.0,xml_feed
Pineda de Mar - Centre (Barcelona),ESCAT0800000008397F,2026-09-10,2.69,41.62,9.0,25.8,17.2,75.0,49.0,1017.1,1013.8,31.0,0.0,21.6,65.0,293.0,7.0,0.0,xml_feed
Santa Susanna (Barcelona),ESCAT0800000008398A,2026-09-10,2.72,41.64,48.0,25.5,16.8,76.0,45.0,1017.3,1013.4,24.0,0.0,20.6,71.0,67.0,9.0,0.0,xml_feed
Granollers (Barcelona),ESCAT0800000008402A,2026-09-10,2.29,41.61,145.0,28.4,14.5,88.0,34.0,1018.3,1014.9,24.0,0.0,20.7,62.0,121.0,0.0,0.0,xml_feed
Cardedeu - Centre (Barcelona),ESCAT0800000008440A,2026-09-10,2.36,41.64,203.0,26.9,13.0,93.0,39.0,1017.4,1013.8,20.0,0.0,19.1,72.0,45.0,0.0,0.0,xml_feed
Cardedeu - Poble Sec (Barcelona),ESCAT0800000008440C,2026-09-10,2.36,41.64,200.0,27.6,13.1,90.0,37.0,1018.3,1014.8,34.0,0.0,19.2,68.0,67.0,2.0,0.0,xml_feed
Montseny - Les Arrels (Barcelona),ESCAT0800000008469A,2026-09-10,2.4,41.75,435.0,26.8,12.7,95.0,28.0,1016.4,1012.1,18.0,0.2,15.9,80.0,15.0,0.0,0.2,xml_feed
Sant Celoni - Vilardell (Barcelona),ESCAT0800000008470F,2026-09-10,2.52,41.68,,26.1,11.5,87.0,38.0,,,,,18.0,74.0,,,,xml_feed
Sant Celoni - Diputació (Barcelona),ESCAT0800000008470G,2026-09-10,2.49,41.69,170.0,26.7,12.3,94.0,38.0,1016.4,1013.1,32.0,0.0,17.3,78.0,1.0,2.0,0.0,xml_feed
Vallgorguina (Barcelona),ESCAT0800000008471C,2026-09-10,2.52,41.65,280.0,27.8,10.2,96.0,35.0,1018.2,1014.4,15.0,0.0,15.1,84.0,202.0,0.0,0.0,xml_feed
Gualba (Barcelona),ESCAT0800000008474B,2026-09-10,2.53,41.72,164.0,28.6,12.0,93.0,33.0,1017.5,1014.3,23.0,0.0,18.2,73.0,360.0,1.0,0.0,xml_feed
La Batllòria - Vallès Ori (Barcelona),ESCAT0800000008476A,2026-09-10,2.55,41.72,97.0,28.3,12.8,91.0,33.0,1018.1,1014.5,21.0,0.2,19.1,72.0,63.0,2.0,0.2,xml_feed
Vic (Barcelona),ESCAT0800000008500A,2026-09-10,2.28,41.96,500.0,26.0,9.2,100.0,39.0,1018.8,1015.0,26.0,0.2,15.3,81.0,172.0,0.0,0.2,xml_feed
Vic - Zona Universitària (Barcelona),ESCAT0800000008500E,2026-09-10,2.25,41.93,525.0,26.6,10.3,98.0,28.0,1023.1,1019.2,19.0,0.0,16.9,72.0,237.0,0.0,0.0,xml_feed
Sant Julià de Vilatorta (Barcelona),ESCAT0800000008504A,2026-09-10,2.32,41.92,570.0,25.7,8.9,92.0,29.0,1017.2,1013.5,13.0,0.0,14.8,81.0,115.0,0.0,0.0,xml_feed
