name,id,time,lon,lat,alt,Temp.max,Temp.min,Hum.max,Hum.min,Pres.max,Pres.min,Vient.max,Precip.diaria,Temp.act,Hum.act,Vient.dir,Vient.act,Precip.total,source
Cerdanyola - Montflorit (Barcelona),ESCAT0800000008290D,2026-09-22,2.13,41.49,80.0,29.4,16.3,93.0,61.0,1019.3,1016.8,23.0,0.0,20.2,87.0,220.0,0.0,0.0,xml_feed
Sant Vicenç de Castellet (Barcelona),ESCAT0800000008295A,2026-09-22,1.86,41.67,,30.6,14.1,88.0,48.0,1022.2,1018.4,26.0,,20.9,84.0,247.0,4.0,,xml_feed
Castellbell (Baix Vilar) (Barcelona),ESCAT0800000008296B,2026-09-22,1.86,41.64,187.0,29.9,14.3,89.0,50.0,1022.6,1019.2,26.0,0.0,21.4,81.0,185.0,0.0,0.0,xml_feed
Marganell (Barcelona),ESCAT0800000008298A,2026-09-22,1.79,41.64,305.0,29.8,12.6,88.0,46.0,1021.3,1017.6,,0.0,18.5,84.0,,,0.0,xml_feed
Mataró - Vista Alegre (Barcelona),ESCAT0800000008304A,2026-09-22,2.45,41.55,105.0,27.7,20.9,88.0,59.0,1020.6,1018.3,21.0,0.0,22.7,74.0,332.0,3.0,0.0,xml_feed
Mataró - Can Quirze (Barcelona),ESCAT0800000008304B,2026-09-22,2.46,41.55,80.0,27.1,21.6,90.0,67.0,1019.3,1017.0,16.0,0.0,22.6,79.0,326.0,0.0,0.0,xml_feed
Mataró -Nord (Barcelona),ESCAT0800000008304C,2026-09-22,2.44,41.56,144.0,28.2,21.1,88.0,55.0,1020.7,1018.4,23.0,0.0,21.3,77.0,312.0,3.0,0.0,xml_feed
Mataró-Can Canyellas (Barcelona),ESCAT0800000008304D,2026-09-22,2.44,41.56,144.0,26.9,21.4,90.0,65.0,1019.4,1016.6,21.0,0.0,21.4,82.0,67.0,0.0,0.0,xml_feed
Mataró-Parc de Créteil (Barcelona),ESCAT0800000008304E,2026-09-22,2.45,41.55,105.0,26.5,20.5,93.0,67.0,1019.7,1017.0,22.0,0.0,21.9,80.0,337.0,2.0,0.0,xml_feed
Dosrius (Barcelona),ESCAT0800000008319B,2026-09-22,2.4,41.6,165.0,27.0,16.0,90.0,59.0,1021.6,1019.2,30.0,0.0,18.0,85.0,90.0,2.0,0.0,xml_feed
El Masnou - Can Humet (Barcelona),ESCAT0800000008320C,2026-09-22,2.32,41.48,22.0,28.1,22.3,82.0,58.0,,,22.0,0.0,23.0,73.0,315.0,0.0,0.0,xml_feed
El Masnou - Ocata (Barcelona),ESCAT0800000008320D,2026-09-22,2.33,41.49,10.0,29.2,23.1,84.0,57.0,1021.3,1018.5,21.0,0.0,23.9,73.0,297.0,4.0,0.0,xml_feed
El Masnou - Ocata 2 (Barcelona),ESCAT0800000008320G,2026-09-22,2.33,41.49,7.0,29.4,21.8,85.0,55.0,1020.7,1017.9,18.0,0.0,23.7,72.0,87.0,2.0,0.0,xml_feed
Alella-Mirador (Barcelona),ESCAT0800000008328F,2026-09-22,2.29,41.49,290.0,26.4,21.2,,,1018.5,1016.1,,0.0,21.3,,,,0.0,xml_feed
Cabrera de Mar (Barcelona),ESCAT0800000008349A,2026-09-22,2.4,41.51,,29.5,21.6,83.0,49.0,1019.8,1017.7,,0.0,23.4,65.0,,,0.0,xml_feed
Cabrera de Mar-SJoan Munt (Barcelona),ESCAT0800000008349B,2026-09-22,2.39,41.53,170.0,29.0,20.8,97.0,62.0,1021.9,1019.4,40.0,0.0,20.8,87.0,202.0,8.0,0.0,xml_feed
Arenys de Mar (Barcelona),ESCAT0800000008350A,2026-09-22,2.56,41.59,85.0,30.0,21.4,87.0,53.0,1017.8,1015.7,15.0,0.0,21.4,82.0,303.0,0.0,0.0,xml_feed
Arenys de Munt (Barcelona),ESCAT0800000008358A,2026-09-22,2.54,41.61,149.0,26.8,19.8,81.0,64.0,1022.0,1019.6,23.0,0.0,20.3,81.0,317.0,2.0,0.0,xml_feed
Canet de Mar - Mise (Barcelona),ESCAT0800000008360B,2026-09-22,2.58,41.6,,29.2,20.8,91.0,51.0,1023.5,1020.9,13.0,,20.8,85.0,292.0,0.0,,xml_feed
Canet de Mar - Centre (Barcelona),ESCAT0800000008360C,2026-09-22,2.58,41.59,42.0,28.8,21.8,86.0,63.0,1019.4,1017.0,16.0,0.0,21.8,82.0,314.0,5.0,0.0,xml_feed
Canet de Mar (Barcelona),ESCAT0800000008360D,2026-09-22,2.58,41.59,40.0,27.6,22.2,85.0,60.0,1020.9,1018.6,16.0,0.0,22.3,79.0,337.0,0.0,0.0,xml_feed
Tiana (Barcelona),ESCAT0800000008391C,2026-09-22,2.27,41.48,140.0,28.7,20.4,94.0,61.0,,,15.0,0.0,22.2,81.0,225.0,3.0,0.0,xml_feed
Sant Vicenç de Montalt (Barcelona),ESCAT0800000008394B,2026-09-22,2.51,41.58,200.0,27.1,22.4,82.0,62.0,1020.4,1018.0,23.0,0.0,22.4,76.0,270.0,5.0,0.0,xml_feed
Pineda De Mar - Cal Tort  (Barcelona),ESCAT0800000008397C,2026-09-22,2.67,41.64,130.0,29.4,21.9,82.0,47.0,1021.7,1019.3,15.0,0.0,22.2,72.0,315.0,0.0,0.0,xml_feed
Pineda de Mar - Nord (Barcelona),ESCAT0800000008397E,2026-09-22,2.69,41.64,45.0,27.6,20.7,86.0,53.0,1020.9,1018.7,21.0,0.0,20.7,80.0,295.0,0.0,0.0,xml_feed
Pineda de Mar - Centre (Barcelona),ESCAT0800000008397F,2026-09-22,2.69,41.62,9.0,27.1,21.9,83.0,58.0,1020.6,1018.4,18.0,0.0,22.2,74.0,6.0,3.0,0.0,xml_feed
Santa Susanna (Barcelona),ESCAT0800000008398A,2026-09-22,2.72,41.64,48.0,27.2,21.7,85.0,56.0,1020.6,1018.2,18.0,0.0,22.4,73.0,28.0,4.0,0.0,xml_feed
Santa Susanna - Alta M. (Barcelona),ESCAT0800000008398B,2026-09-22,2.71,41.64,,29.6,20.0,92.0,50.0,1022.1,1020.0,16.0,0.0,20.0,81.0,198.0,0.0,0.0,xml_feed
Cardedeu - Centre (Barcelona),ESCAT0800000008440A,2026-09-22,2.36,41.64,203.0,29.5,17.4,89.0,59.0,1020.9,1018.6,17.0,0.0,20.2,88.0,45.0,0.0,0.0,xml_feed
Cardedeu - Poble Sec (Barcelona),ESCAT0800000008440C,2026-09-22,2.36,41.64,200.0,29.7,16.9,84.0,55.0,1021.6,1019.1,29.0,0.0,20.7,82.0,247.0,0.0,0.0,xml_feed
Sant Celoni - Univers (Barcelona),ESCAT0800000008470E,2026-09-22,2.49,41.69,,28.2,15.6,91.0,52.0,1020.0,1016.0,27.0,0.0,19.1,86.0,338.0,4.0,0.0,xml_feed
Sant Celoni - Vilardell (Barcelona),ESCAT0800000008470F,2026-09-22,2.52,41.68,,27.8,16.3,93.0,64.0,,,,,19.6,88.0,,,,xml_feed
Vallgorguina (Barcelona),ESCAT0800000008471C,2026-09-22,2.52,41.65,280.0,28.8,15.9,99.0,61.0,1021.8,1019.5,13.0,0.0,17.5,96.0,202.0,0.0,0.0,xml_feed
La Batllòria - Vallès Ori (Barcelona),ESCAT0800000008476A,2026-09-22,2.55,41.72,97.0,30.8,16.6,88.0,53.0,1021.1,1018.4,21.0,0.0,20.6,81.0,70.0,0.0,0.0,xml_feed
L'Ametlla del Vallès (Barcelona),ESCAT0800000008480A,2026-09-22,2.24,41.7,647.0,25.8,19.2,88.0,47.0,1018.2,1015.9,21.0,0.0,21.3,69.0,327.0,0.0,0.0,xml_feed
Vic - Zona Universitària (Barcelona),ESCAT0800000008500E,2026-09-22,2.25,41.93,525.0,30.3,14.4,87.0,44.0,1027.0,1023.9,26.0,0.0,19.8,83.0,243.0,2.0,0.0,xml_feed
Santa Eulàlia Riuprimer (Barcelona),ESCAT0800000008505B,2026-09-22,2.19,41.91,585.0,28.8,12.3,91.0,53.0,1021.5,1017.6,23.0,0.0,17.1,90.0,285.0,2.0,0.0,xml_feed
Calldetenes (Barcelona),ESCAT0800000008506A,2026-09-22,2.29,41.93,488.0,31.4,12.0,96.0,39.0,1022.6,1019.5,24.0,0.0,17.9,90.0,121.0,3.0,0.0,xml_feed
Calldetenes (Est) (Barcelona),ESCAT0800000008506B,2026-09-22,2.3,41.93,510.0,29.9,12.7,85.0,43.0,1022.6,1018.8,4.0,0.0,18.3,83.0,0.0,0.0,0.0,xml_feed
Santa Cecília de Voltregà (Barcelona),ESCAT0800000008509A,2026-09-22,2.2,42.01,580.0,29.2,12.3,89.0,35.0,1016.9,1013.5,24.0,0.0,18.2,86.0,0.0,0.0,0.0,xml_feed
Roda de Ter - Pla Xic (Barcelona),ESCAT0800000008510A,2026-09-22,2.31,41.99,470.0,31.9,12.3,92.0,41.0,1022.3,1018.3,22.0,0.0,18.8,83.0,112.0,0.0,0.0,xml_feed
Sant Pere de Casserres (Barcelona),ESCAT0800000008510C,2026-09-22,2.34,42.0,486.0,31.7,17.4,87.0,48.0,1021.8,1018.2,23.0,0.0,20.0,85.0,173.0,2.0,0.0,xml_feed
Roda de Ter - Escorxador (Barcelona),ESCAT0800000008510D,2026-09-22,2.31,41.98,457.0,31.4,12.3,98.0,43.0,1023.6,1019.8,18.0,0.0,18.5,91.0,135.0,0.0,0.0,xml_feed
Tavèrnoles - El Raurell (Barcelona),ESCAT0800000008519C,2026-09-22,2.37,41.97,650.0,28.9,13.7,89.0,43.0,1018.8,1016.1,9.0,0.0,17.3,89.0,247.0,0.0,0.0,xml_feed
La Garriga (Ajuntament) (Barcelona),ESCAT0800000008530D,2026-09-22,2.29,41.69,247.0,28.3,18.8,81.0,56.0,1020.2,1017.7,29.0,0.0,20.7,81.0,45.0,10.0,0.0,xml_feed
Centelles - Oest (Barcelona),ESCAT0800000008540C,2026-09-22,2.23,41.8,547.0,28.5,14.4,91.0,54.0,,,17.0,0.0,18.1,91.0,247.0,2.0,0.0,xml_feed
Taradell (Dr.Fleming) (Barcelona),ESCAT0800000008552C,2026-09-22,2.29,41.87,625.0,28.6,13.4,87.0,53.0,1021.8,1018.7,27.0,0.0,18.0,87.0,105.0,0.0,0.0,xml_feed
Seva (Barcelona),ESCAT0800000008553A,2026-09-22,2.28,41.84,670.0,28.2,13.1,89.0,55.0,1020.8,1017.5,16.0,0.0,16.8,89.0,112.0,0.0,0.0,xml_feed
Manlleu (Barcelona),ESCAT0800000008560A,2026-09-22,2.29,42.0,460.0,30.3,13.5,73.0,35.0,1020.8,1017.1,,0.0,20.1,66.0,,,0.0,xml_feed
Sant Marti Sescorts (Barcelona),ESCAT0800000008569A,2026-09-22,2.32,42.02,,30.7,10.4,,,1021.4,1017.2,19.0,0.0,15.2,,236.0,0.0,0.0,xml_feed
Bellmunt (Barcelona),ESCAT0800000008572B,2026-09-22,2.29,42.1,1241.0,23.9,16.9,85.0,45.0,1018.0,1015.3,31.0,0.0,18.4,76.0,225.0,3.0,0.0,xml_feed
Cussons - Sora (Barcelona),ESCAT0800000008588A,2026-09-22,2.2,42.1,636.0,29.2,9.9,95.0,38.0,1021.7,1018.3,26.0,0.0,17.1,91.0,273.0,5.0,0.0,xml_feed
Berga (Barcelona),ESCAT0800000008600A,2026-09-22,1.85,42.1,684.0,28.7,16.8,75.0,38.0,1020.2,1016.8,23.0,0.0,20.4,74.0,338.0,5.0,0.0,xml_feed
Refugi Rasos de Peguera (Barcelona),ESCAT0800000008618A,2026-09-22,1.76,42.14,1760.0,21.3,9.6,94.0,39.0,,,24.0,0.0,12.0,89.0,45.0,0.0,0.0,xml_feed
Sallent [El Bages] (Barcelona),ESCAT0800000008650B,2026-09-22,1.9,41.83,336.0,30.6,13.3,85.0,42.0,1022.4,1018.8,,0.0,20.2,79.0,,,0.0,xml_feed
Casserres (Barcelona),ESCAT0800000008693A,2026-09-22,1.85,42.01,614.0,29.0,14.9,80.0,31.0,1023.0,1019.0,21.0,0.0,19.9,79.0,337.0,0.0,0.0,xml_feed
St.J.Cerdanyola-Cal Solà (Barcelona),ESCAT0800000008694B,2026-09-22,1.89,42.22,980.0,27.2,10.9,90.0,36.0,1022.5,1019.5,26.0,0.0,15.4,89.0,45.0,2.0,0.0,xml_feed
Guardiola de Berguedà (Barcelona),ESCAT0800000008694C,2026-09-22,1.88,42.23,760.0,29.2,8.0,88.0,34.0,1023.4,1019.7,18.0,0.0,15.8,83.0,247.0,1.0,0.0,xml_feed
St.J.Cerdanyola-Forcat (Barcelona),ESCAT0800000008694D,2026-09-22,1.89,42.23,1115.0,25.8,16.6,84.0,36.0,1024.8,1020.6,40.0,0.0,17.2,78.0,337.0,0.0,0.0,xml_feed
Puigllançada- Coll de Pal (Barcelona),ESCAT0800000008694E,2026-09-22,1.93,42.3,,17.6,11.6,85.0,30.0,1026.2,1023.1,45.0,,12.6,61.0,292.0,0.0,,xml_feed
Bagà (nord) (Barcelona),ESCAT0800000008695A,2026-09-22,1.86,42.26,865.0,29.9,17.1,78.0,32.0,1024.6,1020.5,13.0,0.0,17.1,77.0,90.0,0.0,0.0,xml_feed
Bagà (sud) (Barcelona),ESCAT0800000008695D,2026-09-22,1.87,42.25,770.0,28.2,7.1,90.0,37.0,1025.7,1021.6,27.0,0.0,14.8,87.0,0.0,0.0,0.0,xml_feed
Cadí Est- PN Cadí-Moixeró (Barcelona),ESCAT0800000008695G,2026-09-22,1.74,42.29,2440.0,16.3,10.3,84.0,26.0,,,,0.0,10.8,71.0,,,0.0,xml_feed
Bagà (refugi Rebost) PN (Barcelona),ESCAT0800000008695H,2026-09-22,1.89,42.29,1640.0,22.2,13.7,81.0,25.0,1031.7,1026.5,24.0,0.0,14.1,79.0,22.0,6.0,0.0,xml_feed
La Pobla de Lillet (Barcelona),ESCAT0800000008696A,2026-09-22,1.98,42.25,873.0,27.3,10.0,78.0,29.0,1017.5,1013.3,21.0,0.0,15.7,74.0,45.0,3.0,0.0,xml_feed
La Nou de Berguedà El Pou (Barcelona),ESCAT0800000008698B,2026-09-22,1.89,42.17,940.0,27.9,14.3,88.0,36.0,,,20.0,0.0,16.3,88.0,67.0,0.0,0.0,xml_feed
S.M.Montbui - N.Antic (Barcelona),ESCAT0800000008710B,2026-09-22,1.6,41.55,407.0,29.3,14.4,86.0,49.0,1021.5,1018.3,23.0,0.0,20.2,85.0,209.0,0.0,0.0,xml_feed
Sant Martí de Tous (Barcelona),ESCAT0800000008712A,2026-09-22,1.52,41.56,445.0,29.0,14.1,82.0,41.0,1023.4,1020.3,26.0,0.0,19.3,82.0,235.0,3.0,0.0,xml_feed
Molins de Rei - Bonavista (Barcelona),ESCAT0800000008750B,2026-09-22,2.02,41.41,49.0,29.4,17.9,89.0,60.0,1020.8,1018.5,16.0,0.0,20.6,87.0,63.0,0.0,0.0,xml_feed
Sant Sadurní d'Anoia (Barcelona),ESCAT0800000008770A,2026-09-22,1.78,41.43,170.0,28.9,16.8,87.0,61.0,1018.0,1015.6,26.0,0.0,20.9,86.0,247.0,2.0,0.0,xml_feed
Torrelavit (Barcelona),ESCAT0800000008775B,2026-09-22,1.73,41.45,,29.6,14.6,87.0,48.0,,,20.0,,20.0,86.0,90.0,0.0,,xml_feed
Sant Pere de Riudebitlles (Barcelona),ESCAT0800000008776B,2026-09-22,1.7,41.45,260.0,29.0,16.7,91.0,53.0,1020.7,1018.1,22.0,0.0,19.6,91.0,157.0,1.0,0.0,xml_feed
La Beguda Alta (Barcelona),ESCAT0800000008782A,2026-09-22,1.84,41.5,285.0,29.2,17.1,83.0,53.0,1019.9,1017.3,21.0,0.0,20.7,83.0,245.0,0.0,0.0,xml_feed
La Granada (Barcelona),ESCAT0800000008792A,2026-09-22,1.71,41.38,260.0,30.1,15.8,93.0,57.0,1019.6,1017.2,20.0,0.0,19.7,93.0,135.0,0.0,0.0,xml_feed
Vilanova i la Geltrú (Barcelona),ESCAT0800000008800F,2026-09-22,1.72,41.22,16.0,27.3,21.2,80.0,57.0,1017.9,1015.7,29.0,0.0,22.9,80.0,335.0,2.0,0.0,xml_feed
El Prat-Zonilla (Barcelona),ESCAT0800000008820D,2026-09-22,2.08,41.32,4.0,27.1,19.7,80.0,61.0,1021.5,1019.3,24.0,0.0,23.4,74.0,270.0,0.0,0.0,xml_feed
Sant Boi - Molí Nou (Barcelona),ESCAT0800000008830B,2026-09-22,2.03,41.37,26.0,27.6,18.9,76.0,61.0,1020.2,1018.2,34.0,0.0,22.3,75.0,0.0,0.0,0.0,xml_feed
Sant Boi Ll. - Marianao (Barcelona),ESCAT0800000008830E,2026-09-22,2.03,41.35,36.0,29.0,19.2,80.0,59.0,1021.1,1018.7,20.0,0.0,22.9,79.0,22.0,4.0,0.0,xml_feed
Gavà.  La Bòbila (Barcelona),ESCAT0800000008850A,2026-09-22,2.0,41.31,45.0,27.2,22.4,82.0,60.0,1019.4,1017.2,32.0,0.0,22.7,82.0,180.0,0.0,0.0,xml_feed
Castelldefels - Platja (Barcelona),ESCAT0800000008860B,2026-09-22,1.96,41.27,2.0,27.0,24.1,77.0,52.0,1021.5,1018.8,25.0,0.0,24.3,74.0,17.0,4.0,0.0,xml_feed
Sant Boi - C. Cooperativa (Barcelona),ESCAT0800000008903D,2026-09-22,2.03,41.36,41.0,27.7,18.8,77.0,59.0,1020.9,1018.7,32.0,0.0,22.4,75.0,0.0,0.0,0.0,xml_feed
Badalona - Dalt la Vila (Barcelona),ESCAT0800000008911C,2026-09-22,2.26,41.46,37.0,28.0,20.6,87.0,62.0,1022.6,1019.9,26.0,0.0,23.4,75.0,315.0,0.0,0.0,xml_feed
Badalona - Progres (Barcelona),ESCAT0800000008912B,2026-09-22,2.24,41.45,27.0,27.9,21.7,80.0,62.0,1021.1,1018.9,19.0,0.0,24.6,72.0,293.0,4.0,0.0,xml_feed
Sant Esteve Sesrovires (Barcelona),ESCAT0800000008935A,2026-09-22,1.87,41.49,190.0,29.6,17.6,78.0,47.0,1018.0,1013.0,,0.0,21.6,65.0,,,0.0,xml_feed
Cornella de Llobregat (Barcelona),ESCAT0800000008940C,2026-09-22,2.08,41.36,47.0,27.5,19.8,76.0,60.0,1021.3,1018.9,30.0,0.0,23.3,72.0,315.0,5.0,0.0,xml_feed
