id,bolets_id,name,lon,lat,elev,n_days,coverage,miss_precip,source_mode,xema_style_id,xema_style_lon,xema_style_lat,xema_style_elev,xema_style_flag
ESCAT2500000025530A,MC_ESCAT2500000025530A,Betren (Vielha e Mijaran) (Lleida),0.8,42.7,980,1,1,0,smoke,MC_ESCAT2500000025530A,0.8,42.7,980,1
ESCAT2500000025552A,MC_ESCAT2500000025552A,Vilaller - Txambonet (Lleida),0.72,42.48,980,1,1,0,smoke,MC_ESCAT2500000025552A,0.72,42.48,980,1
ESCAT2500000025566A,MC_ESCAT2500000025566A,Rubió (Lleida),1.22,42.38,1714,1,1,0,smoke,MC_ESCAT2500000025566A,1.22,42.38,1714,1
ESCAT2500000025600A,MC_ESCAT2500000025600A,Balaguer (Lleida),0.81,41.79,235,1,1,0,smoke,MC_ESCAT2500000025600A,0.81,41.79,235,1
ESCAT2500000025654B,MC_ESCAT2500000025654B,Suterranya (Lleida),0.95,42.15,561,1,1,0,smoke,MC_ESCAT2500000025654B,0.95,42.15,561,1
ESCAT2500000025655B,MC_ESCAT2500000025655B,Figuerola d'Orcau (Lleida),1,42.13,550,1,1,0,smoke,MC_ESCAT2500000025655B,1,42.13,550,1
ESCAT2500000025716A,MC_ESCAT2500000025716A,Gósol (Lleida),1.66,42.24,1445,1,1,0,smoke,MC_ESCAT2500000025716A,1.66,42.24,1445,1
ESCAT2500000025720A,MC_ESCAT2500000025720A,Sta Magdalena de Serinyà (Lleida),1.77,42.34,1230,1,1,0,smoke,MC_ESCAT2500000025720A,1.77,42.34,1230,1
ESCAT2500000025720B,MC_ESCAT2500000025720B,Bellver de Cerdanya (Lleida),1.77,42.36,1080,1,1,0,smoke,MC_ESCAT2500000025720B,1.77,42.36,1080,1
ESCAT2500000025730C,MC_ESCAT2500000025730C,Artesa de Segre (Lleida),1.04,41.89,330,1,1,0,smoke,MC_ESCAT2500000025730C,1.04,41.89,330,1
ESCAT2500000025793A,MC_ESCAT2500000025793A,Coll de Nargó (Lleida),1.32,42.17,575,1,1,0,smoke,MC_ESCAT2500000025793A,1.32,42.17,575,1
ESCAT2500000025794A,MC_ESCAT2500000025794A,Fígols i Alinyà-Canelles (Lleida),1.36,42.18,600,1,1,0,smoke,MC_ESCAT2500000025794A,1.36,42.18,600,1
ESCAT4300000043003B,MC_ESCAT4300000043003B,Tarragona-Fortí St.Jordi (Tarragona),1.27,41.12,35,1,1,0,smoke,MC_ESCAT4300000043003B,1.27,41.12,35,1
ESCAT4300000043120A,MC_ESCAT4300000043120A,Constantí (Tarragona),1.21,41.15,87,1,1,0,smoke,MC_ESCAT4300000043120A,1.21,41.15,87,1
ESCAT4300000043144A,MC_ESCAT4300000043144A,Vallmoll (Tarragona),1.25,41.26,205,1,1,0,smoke,MC_ESCAT4300000043144A,1.25,41.26,205,1
ESCAT4300000043151C,MC_ESCAT4300000043151C,Els Pallaresos (Tarragona),1.27,41.18,125,1,1,0,smoke,MC_ESCAT4300000043151C,1.27,41.18,125,1
ESCAT4300000043201A,MC_ESCAT4300000043201A,Reus - Centre (Tarragona),1.11,41.15,147,1,1,0,smoke,MC_ESCAT4300000043201A,1.11,41.15,147,1
ESCAT4300000043201C,MC_ESCAT4300000043201C,Reus - Carme (Tarragona),1.11,41.15,136,1,1,0,smoke,MC_ESCAT4300000043201C,1.11,41.15,136,1
ESCAT4300000043202C,MC_ESCAT4300000043202C,Reus - Boca de la Mina (Tarragona),1.09,41.16,151,1,1,0,smoke,MC_ESCAT4300000043202C,1.09,41.16,151,1
ESCAT4300000043204C,MC_ESCAT4300000043204C,Reus - Mas Abelló (Tarragona),1.12,41.15,113,1,1,0,smoke,MC_ESCAT4300000043204C,1.12,41.15,113,1
ESCAT4300000043205A,MC_ESCAT4300000043205A,Reus - Antic Velòdrom (Tarragona),1.1,41.15,106,1,1,0,smoke,MC_ESCAT4300000043205A,1.1,41.15,106,1
ESCAT4300000043206A,MC_ESCAT4300000043206A,Reus - Piscines Municipal (Tarragona),1.09,41.15,135,1,1,0,smoke,MC_ESCAT4300000043206A,1.09,41.15,135,1
ESCAT4300000043206B,MC_ESCAT4300000043206B,Reus - Nord (Tarragona),1.11,41.17,150,1,1,0,smoke,MC_ESCAT4300000043206B,1.11,41.17,150,1
ESCAT4300000043330A,MC_ESCAT4300000043330A,Riudoms (Tarragona),1.05,41.14,130,1,1,0,smoke,MC_ESCAT4300000043330A,1.05,41.14,130,1
ESCAT4300000043330E,MC_ESCAT4300000043330E,Riudoms - Camí St Pau (Tarragona),1.05,41.14,161,1,1,0,smoke,MC_ESCAT4300000043330E,1.05,41.14,161,1
ESCAT4300000043360B,MC_ESCAT4300000043360B,Cornudella de Montsant (Tarragona),0.91,41.27,533,1,1,0,smoke,MC_ESCAT4300000043360B,0.91,41.27,533,1
ESCAT4300000043360C,MC_ESCAT4300000043360C,Cornudella IE Corbatera (Tarragona),0.9,41.26,533,1,1,0,smoke,MC_ESCAT4300000043360C,0.9,41.26,533,1
ESCAT4300000043364A,MC_ESCAT4300000043364A,Prades - Xalet Calderón (Tarragona),0.99,41.31,950,1,1,0,smoke,MC_ESCAT4300000043364A,0.99,41.31,950,1
ESCAT4300000043373A,MC_ESCAT4300000043373A,Cabassers (Tarragona),0.75,41.25,606,1,1,0,smoke,MC_ESCAT4300000043373A,0.75,41.25,606,1
ESCAT4300000043374A,MC_ESCAT4300000043374A,La Vilella Baixa (Tarragona),0.76,41.22,240,1,1,0,smoke,MC_ESCAT4300000043374A,0.76,41.22,240,1
ESCAT4300000043393C,MC_ESCAT4300000043393C,Almoster - Sud (Tarragona),1.11,41.19,255,1,1,0,smoke,MC_ESCAT4300000043393C,1.11,41.19,255,1
ESCAT4300000043393E,MC_ESCAT4300000043393E,Almoster - Picarany (Tarragona),1.1,41.2,348,1,1,0,smoke,MC_ESCAT4300000043393E,1.1,41.2,348,1
ESCAT4300000043400B,MC_ESCAT4300000043400B,Montblanc (Tarragona),1.16,41.37,348,1,1,0,smoke,MC_ESCAT4300000043400B,1.16,41.37,348,1
ESCAT4300000043413A,MC_ESCAT4300000043413A,Belltall (Tarragona),1.19,41.59,780,1,1,0,smoke,MC_ESCAT4300000043413A,1.19,41.59,780,1
ESCAT4300000043427A,MC_ESCAT4300000043427A,Conesa (Tarragona),1.29,41.52,705,1,1,0,smoke,MC_ESCAT4300000043427A,1.29,41.52,705,1
ESCAT4300000043470A,MC_ESCAT4300000043470A,La Selva del Camp (INS) (Tarragona),1.13,41.21,259,1,1,0,smoke,MC_ESCAT4300000043470A,1.13,41.21,259,1
ESCAT4300000043540A,MC_ESCAT4300000043540A,La Rápita (Tarragona),0.59,40.62,65,1,1,0,smoke,MC_ESCAT4300000043540A,0.59,40.62,65,1
ESCAT4300000043550A,MC_ESCAT4300000043550A,Ulldecona - Pou Jua (Tarragona),0.4,40.62,175,1,1,0,smoke,MC_ESCAT4300000043550A,0.4,40.62,175,1
ESCAT4300000043559A,MC_ESCAT4300000043559A,Ulldecona-S. Joan del Pas (Tarragona),0.38,40.61,205,1,1,0,smoke,MC_ESCAT4300000043559A,0.38,40.61,205,1
ESCAT4300000043560A,MC_ESCAT4300000043560A,La Sénia (Tarragona),0.28,40.64,370,1,1,0,smoke,MC_ESCAT4300000043560A,0.28,40.64,370,1
ESCAT4300000043560B,MC_ESCAT4300000043560B,La Sénia - Boveral (Tarragona),0.29,40.65,430,1,1,0,smoke,MC_ESCAT4300000043560B,0.29,40.65,430,1
ESCAT4300000043560C,MC_ESCAT4300000043560C,La Sénia - Font Ferrera (Tarragona),0.2,40.73,1157,1,1,0,smoke,MC_ESCAT4300000043560C,0.2,40.73,1157,1
ESCAT4300000043711A,MC_ESCAT4300000043711A,Banyeres del Penedès (Tarragona),1.58,41.28,150,1,1,0,smoke,MC_ESCAT4300000043711A,1.58,41.28,150,1
ESCAT4300000043714A,MC_ESCAT4300000043714A,Pla de Manlleu  (Tarragona),1.5,41.37,480,1,1,0,smoke,MC_ESCAT4300000043714A,1.5,41.37,480,1
ESCAT4300000043715A,MC_ESCAT4300000043715A,Bonany-Cal Pau(Querol) (Tarragona),1.47,41.39,606,1,1,0,smoke,MC_ESCAT4300000043715A,1.47,41.39,606,1
ESCAT4300000043719A,MC_ESCAT4300000043719A,Bellvei (Tarragona),1.58,41.24,107,1,1,0,smoke,MC_ESCAT4300000043719A,1.58,41.24,107,1
ESCAT4300000043719B,MC_ESCAT4300000043719B,Bellvei - Baronia de Mar (Tarragona),1.56,41.21,120,1,1,0,smoke,MC_ESCAT4300000043719B,1.56,41.21,120,1
ESCAT4300000043720D,MC_ESCAT4300000043720D,L'Arboç  (Tarragona),1.61,41.28,166,1,1,0,smoke,MC_ESCAT4300000043720D,1.61,41.28,166,1
ESCAT4300000043720F,MC_ESCAT4300000043720F,L'Arboç Can Suriol (Tarragona),1.59,41.27,135,1,1,0,smoke,MC_ESCAT4300000043720F,1.59,41.27,135,1
ESCAT4300000043730C,MC_ESCAT4300000043730C,Falset (Tarragona),0.83,41.15,370,1,1,0,smoke,MC_ESCAT4300000043730C,0.83,41.15,370,1
ESCAT4300000043730D,MC_ESCAT4300000043730D,Falset - Les Torres (Tarragona),0.84,41.14,570,1,1,0,smoke,MC_ESCAT4300000043730D,0.84,41.14,570,1
ESCAT4300000043730F,MC_ESCAT4300000043730F,Falset - les Esplanes (Tarragona),0.8,41.15,320,1,1,0,smoke,MC_ESCAT4300000043730F,0.8,41.15,320,1
ESCAT4300000043730G,MC_ESCAT4300000043730G,Falset - els Masos (Tarragona),0.83,41.17,375,1,1,0,smoke,MC_ESCAT4300000043730G,0.83,41.17,375,1
ESCAT4300000043746D,MC_ESCAT4300000043746D,Darmós  (Tarragona) (Tarragona),0.75,41.07,185,1,1,0,smoke,MC_ESCAT4300000043746D,0.75,41.07,185,1
ESCAT4300000043764A,MC_ESCAT4300000043764A,El Catllar (Tarragona),1.33,41.18,55,1,1,0,smoke,MC_ESCAT4300000043764A,1.33,41.18,55,1
ESCAT4300000043777B,MC_ESCAT4300000043777B,Els Guiamets (Tarragona),0.75,41.1,230,1,1,0,smoke,MC_ESCAT4300000043777B,0.75,41.1,230,1
ESCAT4300000043792A,MC_ESCAT4300000043792A,Vinebre (Tarragona),0.59,41.18,39,1,1,0,smoke,MC_ESCAT4300000043792A,0.59,41.18,39,1
ESCAT4300000043816B,MC_ESCAT4300000043816B,Querol (poble) (Tarragona),1.4,41.42,560,1,1,0,smoke,MC_ESCAT4300000043816B,1.4,41.42,560,1
ESCAT4300000043830A,MC_ESCAT4300000043830A,Torredembarra - C/Pandols (Tarragona),1.4,41.14,5,1,1,0,smoke,MC_ESCAT4300000043830A,1.4,41.14,5,1
ESCAT4300000043839A,MC_ESCAT4300000043839A,creixell (Tarragona),1.43,41.16,59,1,1,0,smoke,MC_ESCAT4300000043839A,1.43,41.16,59,1
ESCAT4300000043840A,MC_ESCAT4300000043840A,Salou - Barenys (Tarragona),1.13,41.08,33,1,1,0,smoke,MC_ESCAT4300000043840A,1.13,41.08,33,1
ESCAT4300000043850E,MC_ESCAT4300000043850E,Cambrils l'Eixample (Tarragona),1.05,41.07,35,1,1,0,smoke,MC_ESCAT4300000043850E,1.05,41.07,35,1
ESCAT4300000043880B,MC_ESCAT4300000043880B,Coma-ruga (El Vendrell) (Tarragona),1.52,41.18,4,1,1,0,smoke,MC_ESCAT4300000043880B,1.52,41.18,4,1
ESCAT4300000043884B,MC_ESCAT4300000043884B,Les Moreres - Bonastre (Tarragona),1.44,41.22,187,1,1,0,smoke,MC_ESCAT4300000043884B,1.44,41.22,187,1
ESCAT4300000043890A,MC_ESCAT4300000043890A,Hosp.de l'Infant - Centre (Tarragona),0.92,40.99,42,1,1,0,smoke,MC_ESCAT4300000043890A,0.92,40.99,42,1
ESCAT4300000043890C,MC_ESCAT4300000043890C,Hosp.Infant(Camí Porrasa) (Tarragona),0.91,41.01,68,1,1,0,smoke,MC_ESCAT4300000043890C,0.91,41.01,68,1
